tax_code;family_code;variant_key;volume_liter;waste_code;interval;variant;usage_type;source;source_text
BDT03SLORD;;VERKSAMHET;;;;;VERKSAMHET;RULE:Taxepunkter:170;Bad-, disk- och tvättbrunn upp till 3 m3 Flerbostad/verksamhet Volym ÅRKV §3.1.1 | §3.1.1 | Bad-, disk- och tvättbrunn upp till 3 m3 |  | kr/tömning | BDT03SLORD | BDT03SLORD | ÅRKV |  |  |  | 
BDT36SLORD;;VERKSAMHET;;;;;VERKSAMHET;RULE:Taxepunkter:167;Mellan 3 m3 och 6 m3 Flerbostad/verksamhet Volym ÅRKV §3.1.1 | §3.1.1 | Mellan 3 m3 och 6 m3 |  | kr/tömning | BDT36SLORD | BDT36SLORD | ÅRKV |  |  |  | 
BRN03SLORD;;VERKSAMHET;;;;;VERKSAMHET;RULE:Taxepunkter:166;Upp till 3 m3 Flerbostad/verksamhet Volym ÅRKV §3.1.1 | §3.1.1 | Upp till 3 m3 |  | kr/tömning | BRN03SLORD | BRN03SLORD | ÅRKV |  |  |  | 
BRNÖ6SLORD;;VERKSAMHET;;;;;VERKSAMHET;RULE:Taxepunkter:168;Mellan 6 m3 och 9 m3 Flerbostad/verksamhet Volym ÅRKV §3.1.1 | §3.1.1 | Mellan 6 m3 och 9 m3 |  | kr/tömning | BRNÖ6SLORD | BRNÖ6SLORD | ÅRKV |  |  |  | 
VF;;VF|FRITID;;;;VF;FRITID;RULE:Taxa_från_edp:261;VATTEN FRITIDSHUS Okänd ÅRPR VF | VATTEN FRITIDSHUS | ÅRPR | Vatten fritidshus | 
VIKTGF;;VIKTGF;;;;VIKTGF;;RULE:Taxa_från_edp:262;Vikt, glasförpackningar färgat Okänd KVAN VIKTGF | Vikt, glasförpackningar färgat | KVAN | Vikt, glasförpackningar färgat | VIKG
VIKTGO;;VIKTGO;;;;VIKTGO;;RULE:Taxa_från_edp:263;Vikt, glasförpackningar ofärgat Okänd KVAN VIKTGO | Vikt, glasförpackningar ofärgat | KVAN | Vikt, glasförpackningar ofärgat | VIKG
VIKTMAREST;;VIKTMAREST;;;;VIKTMAREST;;RULE:Taxa_från_edp:265;Vikt hushållsavfall ma/rest Okänd KVAN VIKTMAREST | Vikt hushållsavfall ma/rest | KVAN | Viktavgift hushållsavfall | VIKG
VOBF;;VOBF;;;;VOBF;;RULE:Taxa_från_edp:275;V, OBEBYGGD FASTIGHET Okänd ÅRPR VOBF | V, OBEBYGGD FASTIGHET | ÅRPR | Vatten obebygg. inom detaljp. | 
ÄNDRAVG;;ÄNDRAVG;;;;ÄNDRAVG;;STANDARD:Standard Avfall:300;Ändringsavgift KVAN ANTL
ÄNDRING;;ÄNDRING;;;;ÄNDRING;;RULE:Taxa_från_edp:277;Ändring på kund Okänd KVAN ÄNDRING | Ändring på kund | KVAN | Ändring på kund | ANTL
ÅBEHGF;;ÅBEHGF;;;;ÅBEHGF;;STANDARD:Standard ÅVS:12;ÅVS behandling glasförpackningar, färgade KVAN ANTL
ÅBEHGO;;ÅBEHGO;;;;ÅBEHGO;;STANDARD:Standard ÅVS:14;ÅVS behandling glasförpackningar, ofärgade KVAN ANTL
ÅBUDGF;;ÅBUDGF;;;;ÅBUDGF;;STANDARD:Standard ÅVS:25;ÅVS budad tömning glasförpackningar, färgade KVAN ANTL
ÅBUDGO;;ÅBUDGO;;;;ÅBUDGO;;STANDARD:Standard ÅVS:26;ÅVS budad tömning glasförpackningar, ofärgade KVAN ANTL
ÅBUDRE;;ÅBUDRE;;;;ÅBUDRE;;STANDARD:Standard ÅVS:30;ÅVS budad renhållning KVAN ANTL
ÅBUDVI;;ÅBUDVI;;;;ÅBUDVI;;STANDARD:Standard ÅVS:31;ÅVS budad vinterhållning KVAN ANTL
ÅFYLL;;ÅFYLL;;;;ÅFYLL;;STANDARD:Standard ÅVS:23;ÅVS fyllnadsgrad x - y KVAN ANTL
ÅRENH;;ÅRENH;;;;ÅRENH;;STANDARD:Standard ÅVS:21;ÅVS renhållning KVAN ANTL
ÅTÖMGF;;ÅTÖMGF;;;;ÅTÖMGF;;STANDARD:Standard ÅVS:11;ÅVS tömning glasförpackningar, färgade KVAN ANTL
ÅTÖMGO;;ÅTÖMGO;;;;ÅTÖMGO;;STANDARD:Standard ÅVS:13;ÅVS tömning glasförpackningar, ofärgade KVAN ANTL
ÅVINH;;ÅVINH;;;;ÅVINH;;STANDARD:Standard ÅVS:22;ÅVS vinterhållning KVAN ANTL
ÅVSGF;;ÅVSGF;;;;ÅVSGF;;STANDARD:Standard ÅVS:3;ÅVS glasförpackningar, färgade. Tjänsttaxa ÅRKV ANTB
ÅVSGO;;ÅVSGO;;;;ÅVSGO;;STANDARD:Standard ÅVS:4;ÅVS glasförpackningar, ofärgade. Tjänsttaxa ÅRKV ANTB
ÅVSRE;;ÅVSRE;;;;ÅVSRE;;STANDARD:Standard ÅVS:8;ÅVS renhållning. Tjänsttaxa ÅRKV ANTB
ÅVSVI;;ÅVSVI;;;;ÅVSVI;;STANDARD:Standard ÅVS:9;ÅVS vinterhållning. Tjänsttaxa ÅRKV ANTB
CONT10ASBUD;CON;BASE;;;;;;RULE:Taxa_från_edp:39;Container 10m3 Aska Okänd ÅRKV CONT10ASBUD | Container 10m3 Aska | ÅRKV | Container 10m3 Aska | ANTB
CONT12SLBUD;CON;BASE;;;;;;RULE:Taxa_från_edp:41;Container 12 m3, Slam Slam Slam Volym ÅRKV CONT12SLBUD | Container 12 m3, Slam | ÅRKV | Container 12 m3, Slam | ANTB
CONT12_6FREBUD;CON;RE;;RE;;;;RULE:Taxa_från_edp:40;Container 12m3 6-fack Restavfall Okänd Restavfall ÅRKV CONT12_6FREBUD | Container 12m3 6-fack Restavfall | ÅRKV | Container 12m3 6-fack | ANTB
FARLIGTBUD;FA;RLIGTBUD;;;;RLIGTBUD;;RULE:Taxa_från_edp:49;Budning av farligt avfall, pris per tillfälle Okänd Farligt avfall Tillfälle KVAN FARLIGTBUD | Budning av farligt avfall, pris per tillfälle | KVAN | Budning av farligt avfall, pris per tillfälle | ANTL
FASTFE;FA;STFE;;;;STFE;;STANDARD:Standard Slam:4;Fast grundavgift, fett ÅRKV FAST/GRUND/ANTL
FASTFLB;FA;STFLB;;;;STFLB;;STANDARD:Standard Avfall:4;Fast grundavgift,  flerbostadshus per bostadsenhet ÅRKV FAST
FASTFRI;FA;STFRI|FRITID;;;;STFRI;FRITID;STANDARD:Standard Avfall:5;Fast grundavgift, fritidshus ÅRKV FAST
FASTSL;FA;STSL;;;;STSL;;STANDARD:Standard Slam:3;Fast grundavgift, slam ÅRKV FAST/GRUND/ANTL
FASTSMÅ;FA;STSMÅ;;;;STSMÅ;;STANDARD:Standard Avfall:3;Fast grundavgift, småhus ÅRKV FAST
FASTVHT;FA;STVHT|VERKSAMHET;;;;STVHT;VERKSAMHET;STANDARD:Standard Avfall:6;Fast grundavgift, verksamheter ÅRKV FAST
KÄRLBYTE240;KÄ;240|1;240;;1;;;RULE:Taxa_från_edp:130;Byte/återtag av behållare 140–240 L, 1 ggr/år Okänd Behållarvolym KVAN KÄRLBYTE240 | Byte/återtag av behållare 140–240 L, 1 ggr/år | KVAN | Byte/återtag av behållare 140–240 L, 1 ggr/år | ANTL
KÄRLBYTE660;KÄ;660|1;660;;1;;;RULE:Taxa_från_edp:131;Byte/återtag av behållare 370–660 L, 1 ggr/år Okänd Behållarvolym KVAN KÄRLBYTE660 | Byte/återtag av behållare 370–660 L, 1 ggr/år | KVAN | Byte/återtag av behållare 370–660 L, 1 ggr/år | ANTL
KÄOSBUD;KÄ;660|OSBUD;660;;;OSBUD;;STANDARD:Standard Avfall:184;Kärl 140-660 L, osort. avfall. Budning KVAN ANTL
KÄEXTORD;KÄ;EX;;;;EX;;STANDARD:Standard Avfall:301;Tömning extra kärl/säck, ordinarie tur KVAN ANTB
KÄLABUD;KÄ;LABUD;;;;LABUD;;STANDARD:Standard Avfall:207;Kärl, latrin. Budning KVAN ANTL
KÄLAEXTORD;KÄ;LAEXTORD;;;;LAEXTORD;;STANDARD:Standard Avfall:208;Kärl, latrin. Extrakärl, ordinarie hämtning KVAN ANTL
KÄRLBYTEFLER;KÄ;RLBYTEFLER;;;;RLBYTEFLER;;RULE:Taxa_från_edp:132;Ytterligare byte av kärl under kalenderåret Okänd KVAN KÄRLBYTEFLER | Ytterligare byte av kärl under kalenderåret | KVAN | Ytterligare byte av kärl under kalenderåret | ANTL
KÄRLTVÄTT;KÄ;RLTVÄTT;;;;RLTVÄTT;;STANDARD:Standard Avfall:299;Kärltvätt, pris per kärl ÅRKV eller KVAN ANTB eller ANTL
KÄ140OS11S;KÄ140;140;140;;;;;STANDARD:Standard Avfall:127;Kärl 140 L, osort. avfall. Var 14:e dag säsong ÅRKV ANTB
KÄ140OS13;KÄ140;140;140;;;;;STANDARD:Standard Avfall:124;Kärl 140 L, osort. avfall. Var 4:e vecka ÅRKV ANTB
KÄ140OS22S;KÄ140;140;140;;;;;STANDARD:Standard Avfall:126;Kärl 140 L, osort. avfall. Varje vecka säsong ÅRKV ANTB
KÄ140OS26;KÄ140;140;140;;;;;STANDARD:Standard Avfall:123;Kärl 140 L, osort. avfall. Var 14:e dag ÅRKV ANTB
KÄ140OS52;KÄ140;140;140;;;;;STANDARD:Standard Avfall:122;Kärl 140 L, osort. avfall. Varje vecka ÅRKV ANTB
KÄ140OS6S;KÄ140;140;140;;;;;STANDARD:Standard Avfall:128;Kärl 140 L, osort. avfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ140OS104;KÄ140;140|2;140;;2;;;STANDARD:Standard Avfall:121;Kärl 140 L, osort. avfall. 2ggr/ vecka ÅRKV ANTB
KÄ140OS44S;KÄ140;140|2;140;;2;;;STANDARD:Standard Avfall:125;Kärl 140 L, osort. avfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ140OS156;KÄ140;140|3;140;;3;;;STANDARD:Standard Avfall:120;Kärl 140 L, osort. avfall. 3ggr/ vecka ÅRKV ANTB
KÄ140MA104;KÄ140MA;140|MA|104;140;MA;104;;;STANDARD:Standard Avfall:78;Kärl 140 L, matavfall. 2ggr/ vecka ÅRKV ANTB
KÄ140MA11S;KÄ140MA;140|MA|11|S;140;MA;11;S;;STANDARD:Standard Avfall:84;Kärl 140 L, matavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ140MA13;KÄ140MA;140|MA|13;140;MA;13;;;STANDARD:Standard Avfall:81;Kärl 140 L, matavfall. Var 4:e vecka ÅRKV ANTB
KÄ140MA156;KÄ140MA;140|MA|156;140;MA;156;;;STANDARD:Standard Avfall:77;Kärl 140 L, matavfall. 3ggr/ vecka ÅRKV ANTB
KÄ140MA22S;KÄ140MA;140|MA|22|S;140;MA;22;S;;STANDARD:Standard Avfall:83;Kärl 140 L, matavfall. Varje vecka säsong ÅRKV ANTB
KÄ140MA26;KÄ140MA;140|MA|26;140;MA;26;;;STANDARD:Standard Avfall:80;Kärl 140 L, matavfall. Var 14:e dag ÅRKV ANTB
KÄ140MA26FV;KÄ140MA;140|MA|26|FV|FRITID;140;MA;26;FV;FRITID;RULE:Taxepunkter:48;Kärl 140 l (matavfall) Hushåll Matavfall Behållarvolym ÅRKV 140 §2.2.4 | §2.2.4 | Kärl 140 l (matavfall) | Hämtning var 14:e dag | st/år | KÄ140MA26FV | KÄ140MA26FV | ÅRKV |  |  |  | 
KÄ140MA26FV;KÄ140MA;140|MA|26|FV|FRITID;140;MA;26;FV;FRITID;RULE:Taxepunkter:79;Kärl 140 l (matavfall) Hushåll Matavfall Behållarvolym ÅRKV 140 §2.2.5 | §2.2.5 | Kärl 140 l (matavfall) | Hämtning var 14:e dag | st/år | KÄ140MA26FV | KÄ140MA26FV | ÅRKV |  |  |  | 
KÄ140MA26FV;KÄ140MA;140|MA|26|FV|FRITID;140;MA;26;FV;FRITID;RULE:Taxa_från_edp:103;Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym ÅRKV KÄ140MA26FV | Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT | ÅRKV | Kärl 140 L matavfall FLB/VHT | ANTB
KÄ140MA26FV;KÄ140MA;140|MA|26|FV|FRITID;140;MA;26;FV;FRITID;RULE:Taxa_från_edp:104;Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ140MA26FV | Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT | KVAN | Viktavgift matavfall kr/kg | VIKG,MAX60
KÄ140MA26FV;KÄ140MA;140|MA|26|FV|FRITID;140;MA;26;FV;FRITID;RULE:Taxa_från_edp:105;Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ140MA26FV | Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT | KVAN | Vikt över 60 kg, matavfall | VIKG-60,MIN0
KÄ140MA26FV_old;KÄ140MA;140|MA|26|FV|FRITID;140;MA;26;FV;FRITID;RULE:Taxa_från_edp:106;Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym ÅRKV KÄ140MA26FV_old | Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT | ÅRKV | Kärlavgift 140 L kärl, matavfall. Var 14:e dag | ANTB
KÄ140MA26FV_old;KÄ140MA;140|MA|26|FV|FRITID;140;MA;26;FV;FRITID;RULE:Taxa_från_edp:107;Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ140MA26FV_old | Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT | KVAN | Viktavgift restavfall kr/kg | 0
KÄ140MA26FV_old;KÄ140MA;140|MA|26|FV|FRITID;140;MA;26;FV;FRITID;RULE:Taxa_från_edp:108;Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ140MA26FV_old | Kärl 140 L, matavfall. Var 14:e dag. FLB/VHT | KVAN | Viktavgift matavfall kr/kg | VIKG
KÄ140MA44S;KÄ140MA;140|MA|44|S;140;MA;44;S;;STANDARD:Standard Avfall:82;Kärl 140 L, matavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ140MA52;KÄ140MA;140|MA|52;140;MA;52;;;STANDARD:Standard Avfall:79;Kärl 140 L, matavfall. Varje vecka ÅRKV ANTB
KÄ140MA6S;KÄ140MA;140|MA|6|S;140;MA;6;S;;STANDARD:Standard Avfall:85;Kärl 140 L, matavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ140MAEXTRA;KÄ140MA;140|MA|EX;140;MA;;EX;;RULE:Taxa_från_edp:109;Kärlavgift för extra kärl 140 L, matavfall. Var 14:e dag Okänd Matavfall Behållarvolym ÅRKV KÄ140MAEXTRA | Kärlavgift för extra kärl 140 L, matavfall. Var 14:e dag | ÅRKV | Extra kärl 140 L, matavfall | ANTB
KÄ140MAEXTRA;KÄ140MA;140|MA|EX;140;MA;;EX;;RULE:Taxa_från_edp:110;Kärlavgift för extra kärl 140 L, matavfall. Var 14:e dag Okänd Matavfall Behållarvolym KVAN KÄ140MAEXTRA | Kärlavgift för extra kärl 140 L, matavfall. Var 14:e dag | KVAN | Viktavgift matavfall kr/kg | VIKG,MAX60
KÄ140MAEXTRA;KÄ140MA;140|MA|EX;140;MA;;EX;;RULE:Taxa_från_edp:111;Kärlavgift för extra kärl 140 L, matavfall. Var 14:e dag Okänd Matavfall Behållarvolym KVAN KÄ140MAEXTRA | Kärlavgift för extra kärl 140 L, matavfall. Var 14:e dag | KVAN | Vikt över 60 kg, matavfall | VIKG-60,MIN0
KÄ140RE104;KÄ140RE;140|RE|104;140;RE;104;;;STANDARD:Standard Avfall:26;Kärl 140 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ140RE11S;KÄ140RE;140|RE|11|S;140;RE;11;S;;STANDARD:Standard Avfall:32;Kärl 140 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ140RE13;KÄ140RE;140|RE|13;140;RE;13;;;STANDARD:Standard Avfall:29;Kärl 140 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ140RE156;KÄ140RE;140|RE|156;140;RE;156;;;STANDARD:Standard Avfall:22;Kärl 140 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ140RE22S;KÄ140RE;140|RE|22|S;140;RE;22;S;;STANDARD:Standard Avfall:31;Kärl 140 L, restavfall. Varje vecka säsong ÅRKV ANTB
KÄ140RE26;KÄ140RE;140|RE|26;140;RE;26;;;STANDARD:Standard Avfall:28;Kärl 140 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ140RE26F;KÄ140RE;140|RE|26|F;140;RE;26;F;;STANDARD:Standard Avfall:15;Kärl 140 L, restavfall. Var 14:e dag. Flerbostadshus ÅRKV ANTB
KÄ140RE26H;KÄ140RE;140|RE|26|H;140;RE;26;H;;STANDARD:Standard Avfall:19;Kärl 140 L, restavfall. Var 14:e dag. Hemkomposterare ÅRKV ANTB
KÄ140RE26V;KÄ140RE;140|RE|26|V|VERKSAMHET;140;RE;26;V;VERKSAMHET;STANDARD:Standard Avfall:13;Kärl 140 L, restavfall. Var 14:e dag. Verksamheter ÅRKV ANTB
KÄ140RE44S;KÄ140RE;140|RE|44|S;140;RE;44;S;;STANDARD:Standard Avfall:30;Kärl 140 L, restavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ140RE52;KÄ140RE;140|RE|52;140;RE;52;;;STANDARD:Standard Avfall:27;Kärl 140 L, restavfall. Varje vecka ÅRKV ANTB
KÄ140RE6S;KÄ140RE;140|RE|6|S;140;RE;6;S;;STANDARD:Standard Avfall:33;Kärl 140 L, restavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ140REEXTRA;KÄ140RE;140|RE|EX;140;RE;;EX;;RULE:Taxa_från_edp:112;Kärlavgift för extra kärl 140 L, restavfall. Var 14:e dag Okänd Restavfall Behållarvolym ÅRKV KÄ140REEXTRA | Kärlavgift för extra kärl 140 L, restavfall. Var 14:e dag | ÅRKV | Extra kärl 140 L, restavfall | ANTB
KÄ140REEXTRA;KÄ140RE;140|RE|EX;140;RE;;EX;;RULE:Taxa_från_edp:113;Kärlavgift för extra kärl 140 L, restavfall. Var 14:e dag Okänd Restavfall Behållarvolym KVAN KÄ140REEXTRA | Kärlavgift för extra kärl 140 L, restavfall. Var 14:e dag | KVAN | Viktavgift restavfall kr/kg | VIKG,MAX60
KÄ140REEXTRA;KÄ140RE;140|RE|EX;140;RE;;EX;;RULE:Taxa_från_edp:114;Kärlavgift för extra kärl 140 L, restavfall. Var 14:e dag Okänd Restavfall Behållarvolym KVAN KÄ140REEXTRA | Kärlavgift för extra kärl 140 L, restavfall. Var 14:e dag | KVAN | Vikt över 60 kg, restavfall | VIKG-60,MIN0
KÄ190OS11S;KÄ190;190;190;;;;;STANDARD:Standard Avfall:147;Kärl 190 L, osort. avfall. Var 14:e dag säsong ÅRKV ANTB
KÄ190OS13;KÄ190;190;190;;;;;STANDARD:Standard Avfall:144;Kärl 190 L, osort. avfall. Var 4:e vecka ÅRKV ANTB
KÄ190OS22S;KÄ190;190;190;;;;;STANDARD:Standard Avfall:146;Kärl 190 L, osort. avfall. Varje vecka säsong ÅRKV ANTB
KÄ190OS26;KÄ190;190;190;;;;;STANDARD:Standard Avfall:143;Kärl 190 L, osort. avfall. Var 14:e dag ÅRKV ANTB
KÄ190OS52;KÄ190;190;190;;;;;STANDARD:Standard Avfall:142;Kärl 190 L, osort. avfall. Varje vecka ÅRKV ANTB
KÄ190OS6S;KÄ190;190;190;;;;;STANDARD:Standard Avfall:148;Kärl 190 L, osort. avfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ190WE13;KÄ190;190;190;;;;;STANDARD:Standard Avfall:328;Kärl 190 L, wellpapp. Var 4:e vecka ÅRKV ANTB
KÄ190WE26;KÄ190;190;190;;;;;STANDARD:Standard Avfall:327;Kärl 190 L, wellpapp. Var 14:e dag ÅRKV ANTB
KÄ190WE26F;KÄ190;190;190;;;;;STANDARD:Standard Avfall:323;Kärl 190 L, wellpapp. Var 14:e dag. FLB ÅRKV ANTB
KÄ190WE26V;KÄ190;190;190;;;;;STANDARD:Standard Avfall:321;Kärl 190 L, wellpapp. Var 14:e dag. VHT ÅRKV ANTB
KÄ190WE52;KÄ190;190;190;;;;;STANDARD:Standard Avfall:326;Kärl 190 L, wellpapp. Varje vecka ÅRKV ANTB
KÄ190OS104;KÄ190;190|2;190;;2;;;STANDARD:Standard Avfall:141;Kärl 190 L, osort. avfall. 2ggr/ vecka ÅRKV ANTB
KÄ190OS44S;KÄ190;190|2;190;;2;;;STANDARD:Standard Avfall:145;Kärl 190 L, osort. avfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ190WE104;KÄ190;190|2;190;;2;;;STANDARD:Standard Avfall:325;Kärl 190 L, wellpapp. 2ggr/ vecka ÅRKV ANTB
KÄ190OS156;KÄ190;190|3;190;;3;;;STANDARD:Standard Avfall:140;Kärl 190 L, osort. avfall. 3ggr/ vecka ÅRKV ANTB
KÄ190XRM26;KÄ190;190|RE|EX;190;RE;;EX;;RULE:Taxepunkter:22;Extrakärl 190 l (restavfall) Hushåll Restavfall Behållarvolym VOLYM/BEHÅLLARE 190 §2.2.1 | §2.2.1 | Extrakärl 190 l (restavfall) | Hämtning var 14:e dag | st/år | KÄ190XRM26 | KÄ190XRM26 |  |  |  |  | 
KÄ190XRM26FRI;KÄ190;190|RE|EX|FRITID;190;RE;;EX;FRITID;RULE:Taxepunkter:28;Extrakärl 190 l (restavfall) Hushåll Restavfall Behållarvolym VOLYM/BEHÅLLARE 190 §2.2.2 | §2.2.2 | Extrakärl 190 l (restavfall) | Hämtning var 14:e dag | st/år | KÄ190XRM26FRI | KÄ190XRM26FRI |  |  |  |  | 
KÄ190WEBUD;KÄ190;190|WEBUD;190;;;WEBUD;;STANDARD:Standard Avfall:329;Kärl 190 L, wellpapp. Budning KVAN ANTL
KÄ190MA104;KÄ190MA;190|MA|104;190;MA;104;;;STANDARD:Standard Avfall:88;Kärl 190 L, matavfall. 2ggr/ vecka ÅRKV ANTB
KÄ190MA11S;KÄ190MA;190|MA|11|S;190;MA;11;S;;STANDARD:Standard Avfall:94;Kärl 190 L, matavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ190MA13;KÄ190MA;190|MA|13;190;MA;13;;;STANDARD:Standard Avfall:91;Kärl 190 L, matavfall. Var 4:e vecka ÅRKV ANTB
KÄ190MA156;KÄ190MA;190|MA|156;190;MA;156;;;STANDARD:Standard Avfall:87;Kärl 190 L, matavfall. 3ggr/ vecka ÅRKV ANTB
KÄ190MA22S;KÄ190MA;190|MA|22|S;190;MA;22;S;;STANDARD:Standard Avfall:93;Kärl 190 L, matavfall. Varje vecka säsong ÅRKV ANTB
KÄ190MA26;KÄ190MA;190|MA|26;190;MA;26;;;STANDARD:Standard Avfall:90;Kärl 190 L, matavfall. Var 14:e dag ÅRKV ANTB
KÄ190MA44S;KÄ190MA;190|MA|44|S;190;MA;44;S;;STANDARD:Standard Avfall:92;Kärl 190 L, matavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ190MA52;KÄ190MA;190|MA|52;190;MA;52;;;STANDARD:Standard Avfall:89;Kärl 190 L, matavfall. Varje vecka ÅRKV ANTB
KÄ190MA6S;KÄ190MA;190|MA|6|S;190;MA;6;S;;STANDARD:Standard Avfall:95;Kärl 190 L, matavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ190ME104;KÄ190ME;190|ME|104;190;ME;104;;;STANDARD:Standard Avfall:343;Kärl 190 L, metallförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ190ME13;KÄ190ME;190|ME|13;190;ME;13;;;STANDARD:Standard Avfall:346;Kärl 190 L, metallförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ190ME26;KÄ190ME;190|ME|26;190;ME;26;;;STANDARD:Standard Avfall:345;Kärl 190 L, metallförpackningar. Var 14:e dag ÅRKV ANTB
KÄ190ME52;KÄ190ME;190|ME|52;190;ME;52;;;STANDARD:Standard Avfall:344;Kärl 190 L, metallförpackningar. Varje vecka ÅRKV ANTB
KÄ190MEBUD;KÄ190ME;190|ME|BUD;190;ME;;BUD;;STANDARD:Standard Avfall:347;Kärl 190 L, metallförpackningar. Budning KVAN ANTL
KÄ190PA104;KÄ190PA;190|PA|104;190;PA;104;;;STANDARD:Standard Avfall:337;Kärl 190 L, pappersförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ190PA13;KÄ190PA;190|PA|13;190;PA;13;;;STANDARD:Standard Avfall:340;Kärl 190 L, pappersförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ190PA26;KÄ190PA;190|PA|26;190;PA;26;;;STANDARD:Standard Avfall:339;Kärl 190 L, pappersförpackningar. Var 14:e dag ÅRKV ANTB
KÄ190PA52;KÄ190PA;190|PA|52;190;PA;52;;;STANDARD:Standard Avfall:338;Kärl 190 L, pappersförpackningar. Varje vecka ÅRKV ANTB
KÄ190PABUD;KÄ190PA;190|PA|BUD;190;PA;;BUD;;STANDARD:Standard Avfall:341;Kärl 190 L, pappersförpackningar. Budning KVAN ANTL
KÄ190PL104;KÄ190PL;190|PL|104|LÅS;190;PL;104;LÅS;;STANDARD:Standard Avfall:349;Kärl 190 L, plastförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ190PL13;KÄ190PL;190|PL|13|LÅS;190;PL;13;LÅS;;STANDARD:Standard Avfall:352;Kärl 190 L, plastförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ190PL26;KÄ190PL;190|PL|26|LÅS;190;PL;26;LÅS;;STANDARD:Standard Avfall:351;Kärl 190 L, plastförpackningar. Var 14:e dag ÅRKV ANTB
KÄ190PL52;KÄ190PL;190|PL|52|LÅS;190;PL;52;LÅS;;STANDARD:Standard Avfall:350;Kärl 190 L, plastförpackningar. Varje vecka ÅRKV ANTB
KÄ190PLBUD;KÄ190PL;190|PL|BUD;190;PL;;BUD;;STANDARD:Standard Avfall:353;Kärl 190 L, plastförpackningar. Budning KVAN ANTL
KÄ190RE104;KÄ190RE;190|RE|104;190;RE;104;;;STANDARD:Standard Avfall:36;Kärl 190 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ190RE11S;KÄ190RE;190|RE|11|S;190;RE;11;S;;STANDARD:Standard Avfall:42;Kärl 190 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ190RE13;KÄ190RE;190|RE|13;190;RE;13;;;STANDARD:Standard Avfall:39;Kärl 190 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ190RE156;KÄ190RE;190|RE|156;190;RE;156;;;STANDARD:Standard Avfall:35;Kärl 190 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ190RE22S;KÄ190RE;190|RE|22|S;190;RE;22;S;;STANDARD:Standard Avfall:41;Kärl 190 L, restavfall. Varje vecka säsong ÅRKV ANTB
KÄ190RE26;KÄ190RE;190|RE|26;190;RE;26;;;STANDARD:Standard Avfall:38;Kärl 190 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ190RE44S;KÄ190RE;190|RE|44|S;190;RE;44;S;;STANDARD:Standard Avfall:40;Kärl 190 L, restavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ190RE52;KÄ190RE;190|RE|52;190;RE;52;;;STANDARD:Standard Avfall:37;Kärl 190 L, restavfall. Varje vecka ÅRKV ANTB
KÄ190RE6S;KÄ190RE;190|RE|6|S;190;RE;6;S;;STANDARD:Standard Avfall:43;Kärl 190 L, restavfall. Var 4:e vecka säsong ÅRKV ANTB
