Tax Knowledge Report

Status: Strukturerad kunskap från Word/parsern. Ingen EDP ändras.
Total: 229

Kategorier:
- Flerbostad/verksamhet: 20
- Hushåll: 75
- Slam: 16
- Tilläggstjänst: 5
- Verksamhetsavfall: 14
- ÅVC/verksamhetsavfall: 99

Faktorhint:
- (tom): 69
- ST: 7
- TILLFÄLLE: 3
- VIKG: 96
- VOLM: 17
- VOLYM/BEHÅLLARE: 37

Details:
- 6.1.2 | Glödlampor | category=ÅVC/verksamhetsavfall waste= unit=Vikt factor=VIKG confidence=0.75
- 6.1.2 | Lysrör | category=ÅVC/verksamhetsavfall waste= unit=Vikt factor=VIKG confidence=0.75
- 6.1.2 | Elavfall, små elektronik | category=ÅVC/verksamhetsavfall waste=Elavfall unit=Vikt factor=VIKG confidence=1.00
- 6.1.2 | El-avfall fast installation | category=ÅVC/verksamhetsavfall waste=Elavfall unit=Vikt factor=VIKG confidence=1.00
- 6.1.2 | El-avfall kabel | category=ÅVC/verksamhetsavfall waste=Elavfall unit=Vikt factor=VIKG confidence=1.00
- 6.1.2 | Toner, färgpatron med elektronik | category=ÅVC/verksamhetsavfall waste= unit=Vikt factor=VIKG confidence=0.75
- 6.1.2 | Tv, radio, skärm, skrivare utan färgpatron | category=ÅVC/verksamhetsavfall waste= unit=Vikt factor=VIKG confidence=0.75
- 6.1.2 | Kyl-, frysskåp, -box | category=ÅVC/verksamhetsavfall waste=Kyl/frys unit=Styck factor=ST confidence=1.00
- 6.1.2 | Kyl-, frysskåp, -box från verksamhet | category=ÅVC/verksamhetsavfall waste=Kyl/frys unit=Vikt factor=VIKG confidence=1.00
- 6.1.2 | Spis, tvätt-, diskmaskin | category=ÅVC/verksamhetsavfall waste= unit=Styck factor=ST confidence=0.75
- 6.1.2 | Spis, tvätt-, diskmaskin från verksamhet | category=ÅVC/verksamhetsavfall waste= unit=Vikt factor=VIKG confidence=0.75
- 6.1.3 | Container X m3 | category=Verksamhetsavfall waste= unit=Volym factor=VOLM confidence=0.75
- 6.1.3 | Container X m3 | category=Verksamhetsavfall waste= unit=Volym factor=VOLM confidence=0.75
- 6.1.3 | Container X m3 | category=Verksamhetsavfall waste= unit=Volym factor=VOLM confidence=0.75
- 6.1.3 | Omklassning av felsorterad container | category=Verksamhetsavfall waste= unit= factor= confidence=0.50
- 6.1.4 | Okänt farligt avfall (säkerhetsdatablad saknas) | category=Verksamhetsavfall waste=Farligt avfall unit= factor= confidence=0.75
- 6.1.4 | Ombud för rapportering av farligt avfall i Avfallsregistret | category=Verksamhetsavfall waste=Farligt avfall unit=Tillfälle factor=TILLFÄLLE confidence=1.00
- 6.1.4 | Administrativ rapporteringsavgift till Avfallsregistret | category=Verksamhetsavfall waste= unit=Tillfälle factor=TILLFÄLLE confidence=0.75
- 6.1.4 | Ombud för registrering av El-kretsen avlämnarintyg i Hämtplatsportalen | category=Verksamhetsavfall waste= unit=Tillfälle factor=TILLFÄLLE confidence=0.75
