Status;Source;Rule;Confidence;Paragraf;Taxapunkt;Variant;Enhet;Excel rad;EDP taxakod;Standard taxakod;Kommentar
REVIEW_REQUIRED;Taxepunkter;Rad finns men saknar Taxakod;0.750;6.1.2;Fönster med karm;;;269;;;Taxa finns som rad. EDP-koppling saknas.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Plast;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
REVIEW_REQUIRED;Taxepunkter;Rad finns men saknar Taxakod;0.750;6.1.2;Isolering utan innehåll av asbest;;m³;270;;;Taxa finns som rad. EDP-koppling saknas.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Klinker, keramik, porslin;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Handfat;;styck;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;WC-stol;;styck;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Metall;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Textilier;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Fiskeredskap;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Ätbart fett/frityrolja;;liter;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Kvistar och grenar;;m³;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Jord;;;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Sten;;;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Stubbar/rötter för krossning;;;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Flera fraktioner för egen sortering på ramp (max 2 m³);;m³;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Osorterat avfall till sortering (ej innehåll av farligt avfall och elavfall);;;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Tonerkassetter, utan elektronik/chip;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Oljeemulsion, emballerat;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Förorenad olja innehållande PCB;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Oljeavskiljarslam;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Diesel;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Bensinrester;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Hydralslang, med/utan koppling;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Förpackningar, tömde ej rengjorda;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Oljeavfall, fast osorterat emba;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Absorbermedel, filtermaterial;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Oljefilter;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Bromsvätska;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Transformator, kondensator med PCB;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Fogskum;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Halon;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Koldioxid;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Brandsläckare;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Helium;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Tändare;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Syrgas;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Oxiderande fast ämne/vätska;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Klorex;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Aerosoler isocyanat, bekämpning;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Gasol inkl tub;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Gasol, blå programmet;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Giftig organisk vätska;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Småkemikalier, ej Hg-haltiga;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Giftig oorganisk vätska;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Oxidationsmedel, flytande;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Asbest, emballerat;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Smittförande avfall;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Lösningsmedel;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Väteperoxid;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Flourvätesyra;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Svavelsyra;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Salpetersyra;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Surt oorganisk fast ämne;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Surt organisk fast ämne;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Surt oorganisk vätska;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Surt organisk vätska;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Ammoniaklösning;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Alkaliskt avfall fast;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Basiskt organiskt fast/flytande;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Fotokemikalier;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Bekämpningsmedel aerosoler;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Bekämpningsmedel fast;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Bekämpningsmedel flytande;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Kvicksilverhaltigt avfall;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Kvicksilver i föremål;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Oljehaltigt avfall (ej PCB);;liter;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Olja förorenad (ej PCB);;liter;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Färg-, lack-, limburkar lösning;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Färg-, lack-, limburkar lösning aerosoler;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Isocyanater;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Härdare metyl- etylketonperoxid;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Härdare dibenzoylperoxid;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Färg-,lack-, limburkar vattenbaserade;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Tensida alkaliska flytande avfall;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Rengöring/vaskmedel fast;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Alkaliska flytande avfall;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Cytotoxiska läkemedel, cytostat;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Rökdetektor med andra isotoper;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Rökdetektor med Am 241;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Batterier stav, pencell;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Batterier lithium;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Bil-, mcbatteri med bly;;styck;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Glödlampor;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Lysrör;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Elavfall, små elektronik;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;El-avfall fast installation;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;El-avfall kabel;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Toner, färgpatron med elektronik;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Tv, radio, skärm, skrivare utan färgpatron;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Kyl-, frysskåp, -box;;styck;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Kyl-, frysskåp, -box från verksamhet;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Spis, tvätt-, diskmaskin;;styck;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.2;Spis, tvätt-, diskmaskin från verksamhet;;kilogram;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.3;Container X m3;;m³;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.3;Container X m3;;m³;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.3;Container X m3;;m³;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.3;Omklassning av felsorterad container;;container;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.4;Okänt farligt avfall (säkerhetsdatablad saknas);;fraktion;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.4;Ombud för rapportering av farligt avfall i Avfallsregistret;;tillfälle;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.4;Administrativ rapporteringsavgift till Avfallsregistret;;tillfälle;;;;Skapa/hantera som ny taxa eller manuell granskning.
NEW_TAXA;Word;Word-taxa saknar EDP-match och standardförslag;0.000;6.1.4;Ombud för registrering av El-kretsen avlämnarintyg i Hämtplatsportalen;;tillfälle;;;;Skapa/hantera som ny taxa eller manuell granskning.
