Status;Source;Rule;Confidence;Paragraf;Taxapunkt;Variant;Enhet;Excel rad;EDP taxakod;Standard taxakod;Kommentar
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.445;2.2.3;Extra digital licens (årskostnad);;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ190XRM26 score=0.40 justerad=0.45. Matchar category: Hushåll, service_type: Extra. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='190', unit_type: Word='' kandidat='Behållarvolym'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.2.3;Fysisk nyckel, kallad fob (engångskostnad);;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;2.2.3;Byte av telefonnummer kopplat till licens;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Hushåll, service_type: Byte. Skillnader container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240', unit_type: Word='' kandidat='Behållarvolym', factor_hint: Word='' kandidat='VOLYM/BEHÅLLARE'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;2.2.3;Kostnad för öppning av behållare;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Hushåll, service_type: Abonnemang. Skillnader container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='370', unit_type: Word='' kandidat='Behållarvolym', factor_hint: Word='' kandidat='VOLYM/BEHÅLLARE'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.4;Kärl 240 l (mat-/restavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 240, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.4;Kärl 370 l (restavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ370RE52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 370, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.4;Kärl 660 l (restavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ660RE52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 660, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.4;Kärl 140 l (matavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ140MA52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Matavfall, container_type: Kärl, container_volume_liter: 140, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.810;2.2.4;Kärl 190 l (förpackningar);;kärl;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.76 justerad=0.81. Matchar category: Hushåll, waste_type: Förpackningar, container_type: Kärl, container_volume_liter: 190, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='Abonnemang' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.810;2.2.4;Kärl 370 l (förpackningar);;kärl;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.76 justerad=0.81. Matchar category: Hushåll, waste_type: Förpackningar, container_type: Kärl, container_volume_liter: 370, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='Abonnemang' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.810;2.2.4;Kärl 660 l (förpackningar);;kärl;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.76 justerad=0.81. Matchar category: Hushåll, waste_type: Förpackningar, container_type: Kärl, container_volume_liter: 660, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='Abonnemang' kandidat='Hämtning/tömning'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.630;2.2.4;Kärl 190 l (tidningar och returpapper);;kärl;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ190XRM26 score=0.58 justerad=0.63. Matchar category: Hushåll, container_type: Kärl, container_volume_liter: 190, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='Abonnemang' kandidat='Extra'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.670;2.2.4;Kärl 370 l (tidningar och returpapper);;kärl;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.62 justerad=0.67. Matchar category: Hushåll, service_type: Abonnemang, container_type: Kärl, container_volume_liter: 370, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.545;2.2.4;(mat-/restavfall, förpackningar);;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.49 justerad=0.55. Matchar category: Hushåll, waste_type: Restavfall, service_type: Abonnemang. Skillnader property_type: Word='' kandidat='Flerbostadshus'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.5;Kärl 240 l (mat-/restavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 240, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.5;Kärl 370 l (restavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ370RE52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 370, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.5;Kärl 660 l (restavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ660RE52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 660, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.5;Kärl 140 l (matavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ140MA52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Matavfall, container_type: Kärl, container_volume_liter: 140, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.545;2.2.5;Bottentömmande behållare (mat-/restavfall);;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.49 justerad=0.55. Matchar category: Hushåll, waste_type: Restavfall, service_type: Abonnemang. Skillnader property_type: Word='' kandidat='Flerbostadshus'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.545;2.2.5;Lastväxlarflak (restavfall);;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.49 justerad=0.55. Matchar category: Hushåll, waste_type: Restavfall, service_type: Abonnemang. Skillnader property_type: Word='' kandidat='Flerbostadshus'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.6;Kärl 240 l (mat-/restavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 240, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.6;Kärl 370 l (restavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ370RE52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 370, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.6;Kärl 660 l (restavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ660RE52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 660, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.2.6;Kärl 140 l (matavfall);;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ140MA52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Matavfall, container_type: Kärl, container_volume_liter: 140, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.545;2.2.6;Bottentömmande behållare (mat-/restavfall);;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.49 justerad=0.55. Matchar category: Hushåll, waste_type: Restavfall, service_type: Abonnemang. Skillnader property_type: Word='' kandidat='Flerbostadshus'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.545;2.2.6;Lastväxlarflak (restavfall);;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.49 justerad=0.55. Matchar category: Hushåll, waste_type: Restavfall, service_type: Abonnemang. Skillnader property_type: Word='' kandidat='Flerbostadshus'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.655;2.2.7;Kärl 140 l (kontors-/returpapper);;kärl;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ140MA52FV score=0.60 justerad=0.66. Matchar category: Hushåll, container_type: Kärl, container_volume_liter: 140, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader waste_type: Word='' kandidat='Matavfall', service_type: Word='' kandidat='Hämtning/tömning'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.2.7;Egen överlämning av förbrukat kontors-/returpapper enligt anvisning;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.2.7;Egen överlämning av förbrukat matfett enligt anvisning;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.550;2.3;Viktavgift matavfall;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ140MA52FV score=0.50 justerad=0.55. Matchar category: Hushåll, waste_type: Matavfall. Skillnader service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='' kandidat='Behållarvolym'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.550;2.3;Viktavgift restavfall;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.50 justerad=0.55. Matchar category: Hushåll, waste_type: Restavfall. Skillnader service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240', unit_type: Word='' kandidat='Behållarvolym'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.445;2.3;Lyftavgift kärl;;kärl;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.40 justerad=0.45. Matchar category: Hushåll, container_type: Kärl. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_volume_liter: Word='' kandidat='240', unit_type: Word='' kandidat='Behållarvolym'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.4.1;Fakturavgift;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.640;2.4.2;Delat kärl 240 l matavfall 40 kg;;kilogram;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP KÄ240RM26FRI score=0.54 justerad=0.64. Matchar waste_type: Matavfall, container_type: Kärl, container_volume_liter: 240. Skillnader category: Word='Hushåll' kandidat='Okänd', service_type: Word='' kandidat='Abonnemang', property_type: Word='' kandidat='Fritidshus', unit_type: Word='Vikt' kandidat='Behållarvolym'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.715;2.4.2;Delat kärl 240 l restavfall 40 kg;;kilogram;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.67 justerad=0.71. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 240. Skillnader service_type: Word='' kandidat='Hämtning/tömning', unit_type: Word='Vikt' kandidat='Behållarvolym', factor_hint: Word='VIKG' kandidat='VOLYM/BEHÅLLARE'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.790;2.4.2;Extra kärl 140 l matavfall 60 kg;;kilogram;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.74 justerad=0.79. Matchar category: Hushåll, waste_type: Matavfall, service_type: Extra, container_type: Kärl, container_volume_liter: 140. Skillnader unit_type: Word='Vikt' kandidat='Behållarvolym', factor_hint: Word='VIKG' kandidat='VOLYM/BEHÅLLARE'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.790;2.4.2;Extra kärl 140-190 l restavfall 60 kg;;kilogram;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ190XRM26 score=0.74 justerad=0.79. Matchar category: Hushåll, waste_type: Restavfall, service_type: Extra, container_type: Kärl, container_volume_liter: 190. Skillnader unit_type: Word='Vikt' kandidat='Behållarvolym', factor_hint: Word='VIKG' kandidat='VOLYM/BEHÅLLARE'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.715;2.4.2;Kärl 370 l restavfall 60 kg;;kilogram;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ370RE52FV score=0.67 justerad=0.71. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 370. Skillnader service_type: Word='' kandidat='Hämtning/tömning', unit_type: Word='Vikt' kandidat='Behållarvolym', factor_hint: Word='VIKG' kandidat='VOLYM/BEHÅLLARE'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.715;2.4.2;Kärl 660 l restavfall 100 kg;;kilogram;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ660RE52FV score=0.67 justerad=0.71. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 660. Skillnader service_type: Word='' kandidat='Hämtning/tömning', unit_type: Word='Vikt' kandidat='Behållarvolym', factor_hint: Word='VIKG' kandidat='VOLYM/BEHÅLLARE'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.445;2.4.3;Överfullt kärl;;kärl;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.40 justerad=0.45. Matchar category: Hushåll, container_type: Kärl. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_volume_liter: Word='' kandidat='240', unit_type: Word='' kandidat='Behållarvolym'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;2.4.3;Överfull bottentömmande behållare;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Hushåll, service_type: Abonnemang. Skillnader container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='370', unit_type: Word='' kandidat='Behållarvolym', factor_hint: Word='' kandidat='VOLYM/BEHÅLLARE'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.460;2.4.4;Byte av trasigt kärl vid oaktsamhet;;kärl;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.41 justerad=0.46. Matchar category: Hushåll, service_type: Byte, container_type: Kärl. Skillnader container_volume_liter: Word='' kandidat='240', unit_type: Word='' kandidat='Behållarvolym', factor_hint: Word='' kandidat='VOLYM/BEHÅLLARE'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.670;2.4.5;Byte/återtag av kärl en (1) ggr/år 140–240 liter;;liter;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.62 justerad=0.67. Matchar category: Hushåll, service_type: Byte, container_type: Kärl, container_volume_liter: 240, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.670;2.4.5;Byte/återtag av kärl en (1) ggr/år 370–660 liter;;liter;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.62 justerad=0.67. Matchar category: Hushåll, service_type: Byte, container_type: Kärl, container_volume_liter: 660, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.460;2.4.5;Ytterligare byte av kärl under kalenderåret;;kärl;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.41 justerad=0.46. Matchar category: Hushåll, service_type: Byte, container_type: Kärl. Skillnader container_volume_liter: Word='' kandidat='240', unit_type: Word='' kandidat='Behållarvolym', factor_hint: Word='' kandidat='VOLYM/BEHÅLLARE'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.445;2.4.6;Kärl;;kärl;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.40 justerad=0.45. Matchar category: Hushåll, container_type: Kärl. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_volume_liter: Word='' kandidat='240', unit_type: Word='' kandidat='Behållarvolym'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;2.4.6;Bottentömmande behållare;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Hushåll, service_type: Abonnemang. Skillnader container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='370', unit_type: Word='' kandidat='Behållarvolym', factor_hint: Word='' kandidat='VOLYM/BEHÅLLARE'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.655;2.4.7;Kärl 140-660 L 1,5-10;;kärl;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ660RE52FV score=0.60 justerad=0.66. Matchar category: Hushåll, container_type: Kärl, container_volume_liter: 660, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.655;2.4.7;Kärl 140-660 L 10-20;;kärl;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ660RE52FV score=0.60 justerad=0.66. Matchar category: Hushåll, container_type: Kärl, container_volume_liter: 660, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.655;2.4.7;Kärl 140-660 L 20-30;;kärl;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ660RE52FV score=0.60 justerad=0.66. Matchar category: Hushåll, container_type: Kärl, container_volume_liter: 660, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.4.7;Avfallsport/dörr;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.4.7;Låst dörr, med kod;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.4.8;Kärl 140 l matavfall;;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ140MA52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Matavfall, container_type: Kärl, container_volume_liter: 140, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.4.8;Kärl 190 l restavfall;;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ190XRM26 score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 190, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Extra'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.4.8;Kärl 370 l restavfall;;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ370RE52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 370, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Semantisk kandidat finns men säkerheten räcker inte för förslag;0.835;2.4.8;Kärl 660 l restavfall;;kärl;;;;Granska kandidat manuellt. Kandidat=RULE:TAXEPUNKT KÄ660RE52FV score=0.79 justerad=0.83. Matchar category: Hushåll, waste_type: Restavfall, container_type: Kärl, container_volume_liter: 660, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;2.4.8;Bottentömmande behållare;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Hushåll, service_type: Abonnemang. Skillnader container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='370', unit_type: Word='' kandidat='Behållarvolym', factor_hint: Word='' kandidat='VOLYM/BEHÅLLARE'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.4.9;Sidlastande fordon;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.4.9;Bottentömmande fordon;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
