tax_code;attribute_key;attribute_count;materials;waste_types;units;container_types;intervals;property_types;source;source_text
MB5000TÖM;M3;1;;;M3;;;;RULE:Taxa_från_edp:213;Tömning Markbehållare 5 m³, osorterat avfall Okänd KVAN MB5000TÖM | Tömning Markbehållare 5 m³, osorterat avfall | KVAN | Tömning Markbehållare 5 m³, osorterat avfall | ANTB
MRV03SL;M3;1;;;M3;;;;STANDARD:Standard Slam:82;Minireningsverk, 0-3 m³ slam KVAN ANTL
MRV03SLB;M3;1;;;M3;;;;STANDARD:Standard Slam:65;Minireningsverk, 0-3 m³ slam. Budning KVAN ANTL
MRV03SLBUD;M3;1;;;M3;;;;RULE:Taxa_från_edp:160;Minireningsverk 0-3 m³, slam. Budning Slam Slam ÅRKV MRV03SLBUD | Minireningsverk 0-3 m³, slam. Budning | ÅRKV | Minireningsverk 0-3 m³, slam. Budning | 0
MRV03SLBUD;M3;1;;;M3;;;;STANDARD:Standard Slam:32;Minireningsverk, 0-3 m³ slam. Budning ÅRKV 2
MRV03SLO;M3;1;;;M3;;;;STANDARD:Standard Slam:49;Minireningsverk, 0-3 m³ slam. Ordinarie tur KVAN ANTL
MRV03SLORD;M3;1;;;M3;;;;RULE:Taxa_från_edp:161;Minireningsverk 0-3 m³, slam. Ordinarie tur Slam Slam ÅRKV MRV03SLORD | Minireningsverk 0-3 m³, slam. Ordinarie tur | ÅRKV | Minireningsverk 0-3 m³, slam. Ordinarie tur | 0
MRV03SLORD;M3;1;;;M3;;;;STANDARD:Standard Slam:16;Minireningsverk, 0-3 m³ slam. Ordinarie tur ÅRKV 0
MRV36SL;M3;1;;;M3;;;;STANDARD:Standard Slam:83;Minireningsverk, 3,1-6 m³ slam KVAN ANTL
MRV36SLB;M3;1;;;M3;;;;STANDARD:Standard Slam:66;Minireningsverk, 3,1-6 m³ slam. Budning KVAN ANTL
MRV36SLBUD;M3;1;;;M3;;;;RULE:Taxa_från_edp:162;Minireningsverk 3,1-6 m³, slam. Budning Slam Slam ÅRKV MRV36SLBUD | Minireningsverk 3,1-6 m³, slam. Budning | ÅRKV | Minireningsverk 3,1-6 m³, slam. Budning | 0
MRV36SLBUD;M3;1;;;M3;;;;STANDARD:Standard Slam:33;Minireningsverk, 3,1-6 m³ slam. Budning ÅRKV 3
MRV36SLO;M3;1;;;M3;;;;STANDARD:Standard Slam:50;Minireningsverk, 3,1-6 m³ slam. Ordinarie tur KVAN ANTL
MRV36SLORD;M3;1;;;M3;;;;RULE:Taxa_från_edp:163;Minireningsverk 3,1-6 m³, slam. Ordinarie tur Slam Slam ÅRKV MRV36SLORD | Minireningsverk 3,1-6 m³, slam. Ordinarie tur | ÅRKV | Minireningsverk 3,1-6 m³, slam. Ordinarie tur | 0
MRV36SLORD;M3;1;;;M3;;;;STANDARD:Standard Slam:17;Minireningsverk, 3,1-6 m³ slam. Ordinarie tur ÅRKV 0
MRV69SLBUD;M3;1;;;M3;;;;RULE:Taxa_från_edp:164;Minireningsverk 6,1-9 m³, slam. Budning Slam Slam ÅRKV MRV69SLBUD | Minireningsverk 6,1-9 m³, slam. Budning | ÅRKV | Minireningsverk 6,1-9 m³, slam. Budning | 0
MRV69SLORD;M3;1;;;M3;;;;RULE:Taxa_från_edp:165;Minireningsverk 6,1-9 m³, slam. Ordinarie tur Slam Slam ÅRKV MRV69SLORD | Minireningsverk 6,1-9 m³, slam. Ordinarie tur | ÅRKV | Minireningsverk 6,1-9 m³, slam. Ordinarie tur | 0
MRVÖ6SL;M3;1;;;M3;;;;STANDARD:Standard Slam:84;Minireningsverk, över 6 m³ slam KVAN ANTL
MRVÖ6SLB;M3;1;;;M3;;;;STANDARD:Standard Slam:67;Minireningsverk, över 6 m³ slam. Budning KVAN ANTL
MRVÖ6SLBUD;M3;1;;;M3;;;;STANDARD:Standard Slam:34;Minireningsverk, över 6 m³ slam. Budning ÅRKV 4
MRVÖ6SLO;M3;1;;;M3;;;;STANDARD:Standard Slam:51;Minireningsverk, över 6 m³ slam. Ordinarie tur KVAN ANTL
MRVÖ6SLORD;M3;1;;;M3;;;;STANDARD:Standard Slam:18;Minireningsverk, över 6 m³ slam. Ordinarie tur ÅRKV 0
MRVÖ9SLBUD;M3;1;;;M3;;;;RULE:Taxa_från_edp:166;Minireningsverk över 9 m³, slam. Budning Slam Slam ÅRKV MRVÖ9SLBUD | Minireningsverk över 9 m³, slam. Budning | ÅRKV | Minireningsverk över 9 m³, slam. Budning | 0
MRVÖ9SLORD;M3;1;;;M3;;;;RULE:Taxa_från_edp:167;Minireningsverk över 9 m³, slam. Ordinarie tur Slam Slam ÅRKV MRVÖ9SLORD | Minireningsverk över 9 m³, slam. Ordinarie tur | ÅRKV | Minireningsverk över 9 m³, slam. Ordinarie tur | 0
SLKBM3;M3;1;;;M3;;;;RULE:Taxa_från_edp:134;Tömning BDT-vatten tillägg över 3 m³ Okänd KVAN SLKBM3 | Tömning BDT-vatten tillägg över 3 m³ | KVAN | Tillägg över 3 m³ | KBMS
SLKBM9;M3;1;;;M3;;;;RULE:Taxa_från_edp:174;Tillägg för kubikmeter överstigande 9,1 m³ Okänd Volym KVAN SLKBM9 | Tillägg för kubikmeter överstigande 9,1 m³ | KVAN | Tillägg för kubikmeter överstigande 9,1 m³ | KBMS
SLSAMTIDA;M3;1;;;M3;;;;RULE:Taxa_från_edp:176;Tömning slam samtida brunn/tank mindre än 5 m³ Slam Slam KVAN SLSAMTIDA | Tömning slam samtida brunn/tank mindre än 5 m³ | KVAN | Tömning slam samtida brunn/tank mindre än 5 m³ | ANTL
SLT03SL;M3;1;;;M3;;;;RULE:Taxa_från_edp:169;Sluten tank 0-3 m³, slam Slam Slam KVAN SLT03SL | Sluten tank 0-3 m³, slam | KVAN | Tömning slam, sluten tank 0-3 m³ | ANTL
SLT03SL;M3;1;;;M3;;;;STANDARD:Standard Slam:79;Sluten tank 0-3 m³, slam KVAN ANTL
SLT03SLB;M3;1;;;M3;;;;STANDARD:Standard Slam:62;Sluten tank 0-3 m³, slam. Budning KVAN ANTL
SLT03SLBUD;M3;1;;;M3;;;;RULE:Taxa_från_edp:50;Sluten tank 0-3 m³, slam. Budning Slam Slam ÅRKV SLT03SLBUD | Sluten tank 0-3 m³, slam. Budning | ÅRKV | Sluten tank 0-3 m³, slam. Budning | 0
SLT03SLBUD;M3;1;;;M3;;;;STANDARD:Standard Slam:29;Sluten tank 0-3 m³, slam. Budning ÅRKV 0
SLT03SLO;M3;1;;;M3;;;;STANDARD:Standard Slam:46;Sluten tank 0-3 m³, slam. Ordinarie tur KVAN ANTL
SLT03SLORD;M3;1;;;M3;;;;RULE:Taxa_från_edp:51;Sluten tank 0-3 m³, slam. Ordinarie tur Slam Slam ÅRKV SLT03SLORD | Sluten tank 0-3 m³, slam. Ordinarie tur | ÅRKV | Sluten tank 0-3 m³, slam. Ordinarie tur | 0
SLT03SLORD;M3;1;;;M3;;;;STANDARD:Standard Slam:13;Sluten tank 0-3 m³, slam. Ordinarie tur ÅRKV 0
SLT36SL;M3;1;;;M3;;;;RULE:Taxa_från_edp:170;Sluten tank 3,1-6 m³, slam Slam Slam KVAN SLT36SL | Sluten tank 3,1-6 m³, slam | KVAN | Tömning slam, sluten tank 3,1-6 m³ | ANTL
SLT36SL;M3;1;;;M3;;;;STANDARD:Standard Slam:80;Sluten tank 3,1-6 m³, slam KVAN ANTL
SLT36SLB;M3;1;;;M3;;;;STANDARD:Standard Slam:63;Sluten tank 3,1-6 m³, slam. Budning KVAN ANTL
SLT36SLBUD;M3;1;;;M3;;;;RULE:Taxa_från_edp:52;Sluten tank 3,1-6 m³, slam. Budning Slam Slam ÅRKV SLT36SLBUD | Sluten tank 3,1-6 m³, slam. Budning | ÅRKV | Sluten tank 3,1-6 m³, slam. Budning | 0
SLT36SLBUD;M3;1;;;M3;;;;STANDARD:Standard Slam:30;Sluten tank 3,1-6 m³, slam. Budning ÅRKV 0
SLT36SLO;M3;1;;;M3;;;;STANDARD:Standard Slam:47;Sluten tank 3,1-6 m³, slam. Ordinarie tur KVAN ANTL
SLT36SLORD;M3;1;;;M3;;;;RULE:Taxa_från_edp:53;Sluten tank 3,1-6 m³, slam. Ordinarie tur Slam Slam ÅRKV SLT36SLORD | Sluten tank 3,1-6 m³, slam. Ordinarie tur | ÅRKV | Sluten tank 3,1-6 m³, slam. Ordinarie tur | 0
SLT36SLORD;M3;1;;;M3;;;;STANDARD:Standard Slam:14;Sluten tank 3,1-6 m³, slam. Ordinarie tur ÅRKV 0
SLT69SL;M3;1;;;M3;;;;RULE:Taxa_från_edp:171;Sluten tank över 6,1 m³, slam Slam Slam KVAN SLT69SL | Sluten tank över 6,1 m³, slam | KVAN | Tömning slam, sluten tank över 6,1 m³ | ANTL
SLT69SLBUD;M3;1;;;M3;;;;RULE:Taxa_från_edp:54;Sluten tank 6,1-9 m³, slam. Budning Slam Slam ÅRKV SLT69SLBUD | Sluten tank 6,1-9 m³, slam. Budning | ÅRKV | Sluten tank 6,1-9 m³, slam. Budning | 0
SLT69SLORD;M3;1;;;M3;;;;RULE:Taxa_från_edp:55;Sluten tank 6,1-9 m³, slam. Ordinarie tur Slam Slam ÅRKV SLT69SLORD | Sluten tank 6,1-9 m³, slam. Ordinarie tur | ÅRKV | Sluten tank 6,1-9 m³, slam. Ordinarie tur | 0
SLTÖ6SL;M3;1;;;M3;;;;STANDARD:Standard Slam:81;Sluten tank över 6 m³, slam KVAN ANTL
SLTÖ6SLB;M3;1;;;M3;;;;STANDARD:Standard Slam:64;Sluten tank över 6 m³, slam. Budning KVAN ANTL
SLTÖ6SLBUD;M3;1;;;M3;;;;STANDARD:Standard Slam:31;Sluten tank över 6 m³, slam. Budning ÅRKV 1
SLTÖ6SLO;M3;1;;;M3;;;;STANDARD:Standard Slam:48;Sluten tank över 6 m³, slam. Ordinarie tur KVAN ANTL
SLTÖ6SLORD;M3;1;;;M3;;;;STANDARD:Standard Slam:15;Sluten tank över 6 m³, slam. Ordinarie tur ÅRKV 0
SLTÖ9SLBUD;M3;1;;;M3;;;;RULE:Taxa_från_edp:56;Sluten tank över 9 m³, slam. Budning Slam Slam ÅRKV SLTÖ9SLBUD | Sluten tank över 9 m³, slam. Budning | ÅRKV | Sluten tank över 9 m³, slam. Budning | 0
SLTÖ9SLORD;M3;1;;;M3;;;;RULE:Taxa_från_edp:57;Sluten tank över 9 m³, slam. Ordinarie tur Slam Slam ÅRKV SLTÖ9SLORD | Sluten tank över 9 m³, slam. Ordinarie tur | ÅRKV | Sluten tank över 9 m³, slam. Ordinarie tur | 0
VANNAN;M3;1;;;M3;;;;RULE:Taxa_från_edp:288;Vatten Annan fastighet Okänd FÖRB VANNAN | Vatten Annan fastighet | FÖRB | Avgift per m³ levererat vatten | 
VBOSTAD;M3;1;;;M3;;;;RULE:Taxa_från_edp:292;Vatten Bostad Okänd FÖRB VBOSTAD | Vatten Bostad | FÖRB | Avgift per m³ levererat vatten | 
VFÖRB;M3;1;;;M3;;;;RULE:Taxa_från_edp:295;Endast förbrukning vatten Okänd FÖRB VFÖRB | Endast förbrukning vatten | FÖRB | Avgift per m³ levererat vatten | 
VSANNAN;M3;1;;;M3;;;;RULE:Taxa_från_edp:306;Vatten/spillvatten Annan fastighet Okänd FÖRB VSANNAN | Vatten/spillvatten Annan fastighet | FÖRB | Rörlig avgift, förbrukning per m³ | 
VSBOSTAD;M3;1;;;M3;;;;RULE:Taxa_från_edp:311;Vatten/spillvatten Bostad Okänd FÖRB VSBOSTAD | Vatten/spillvatten Bostad | FÖRB | Rörlig avgift, förbrukning per m³ | 
VSUANNAN;M3;1;;;M3;;;;RULE:Taxa_från_edp:316;Vatten/spillvatten Uppsk. Förbrukning Annan fastighet Okänd UPFÖ VSUANNAN | Vatten/spillvatten Uppsk. Förbrukning Annan fastighet | UPFÖ | Rörlig avgift, uppsk. förbrukning per m³ | 
VSUBOSTAD;M3;1;;;M3;;;;RULE:Taxa_från_edp:318;Vatten/spillvatten Uppsk. förbrukning Bostad Okänd UPFÖ VSUBOSTAD | Vatten/spillvatten Uppsk. förbrukning Bostad | UPFÖ | Rörlig avgift, uppsk. förbrukning per m³ | 
VUANNAN;M3;1;;;M3;;;;RULE:Taxa_från_edp:326;Vatten Uppsk. Förbrukning Annan fastighet Okänd UPFÖ VUANNAN | Vatten Uppsk. Förbrukning Annan fastighet | UPFÖ | Rörlig avgift, uppsk. förbrukning per m³ | 
VUBOSTAD;M3;1;;;M3;;;;RULE:Taxa_från_edp:328;Vatten Uppsk. förbrukning Bostad Okänd UPFÖ VUBOSTAD | Vatten Uppsk. förbrukning Bostad | UPFÖ | Rörlig avgift, uppsk. förbrukning per m³ | 
BRBUD;M3,HÄMTNING;2;;;M3,HÄMTNING;;;;RULE:Taxa_från_edp:71;Budad hämtning, bygg- rivningsavfall. Pris per m³ Okänd KVAN BRBUD | Budad hämtning, bygg- rivningsavfall. Pris per m³ | KVAN | Budad hämtning, bygg- rivningsavfall. Pris per m³ | KBMÖ
MB1300OS104;M3|2 GGR;2;;;M3;;2 GGR;;STANDARD:Standard Avfall:241;Markbehållare 1,3 m³, osorterat avfall. 2ggr/ vecka ÅRKV ANTB
MB1600OS104;M3|2 GGR;2;;;M3;;2 GGR;;STANDARD:Standard Avfall:253;Markbehållare 1,6 m³, osorterat avfall. 2ggr/ vecka ÅRKV ANTB
MB2200OS104;M3|2 GGR;2;;;M3;;2 GGR;;STANDARD:Standard Avfall:259;Markbehållare 2,2 m³, osorterat avfall. 2ggr/ vecka ÅRKV ANTB
MB3200OS104;M3|2 GGR;2;;;M3;;2 GGR;;STANDARD:Standard Avfall:265;Markbehållare 3,2 m³, osorterat avfall. 2ggr/ vecka ÅRKV ANTB
MB5000OS104;M3|2 GGR;2;;;M3;;2 GGR;;STANDARD:Standard Avfall:271;Markbehållare 5 m³, osorterat avfall. 2ggr/ vecka ÅRKV ANTB
CO08BR52;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:416;Container 8 m³, brännbart avfall. Varje vecka ÅRKV ANTB
CO08BR52;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:421;Container 8 m³, brännbart avfall. Varje vecka ÅRKV ANTB
FL04BR26;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:417;Frontlastar container 4 m³, brännbart avfall. Var 14:e dag ÅRKV ANTB
HCO08;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:425;Hyra container 8 m³ ÅRKV ANTB
HRF20;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:467;Hyra rullflak container 10-20 m³ ÅRKV ANTB
HRF20K;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:468;Hyra rullflak container 10-20 m³, korttidsHyra ÅRKV ANTB
HRF40;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:469;Hyra rullflak container 22-40 m³ ÅRKV ANTB
HRF40K;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:470;Hyra rullflak container 22-40 m³, korttidsHyra ÅRKV ANTB
LD06BR13;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:419;Liftdumper container 6 m³, brännbart avfall. Var 4:e vecka ÅRKV ANTB
RF30BR52;M3|CONTAINER;2;;;M3;CONTAINER;;;STANDARD:Standard Avfall:418;Rullflak container 30 m³, brännbart avfall. Varje vecka ÅRKV ANTB
;M3|CONTAINER|VERKSAMHET;3;;;M3;CONTAINER;;VERKSAMHET;RULE:Taxepunkter:364;Container 3 m3 Verksamhetsavfall Volym VOLM §6.1.3 | §6.1.3 | Container 3 m3 |  | st/dygn |  |  |  |  |  |  | 
;M3|CONTAINER|VERKSAMHET;3;;;M3;CONTAINER;;VERKSAMHET;RULE:Taxepunkter:365;Container 5 m3 Verksamhetsavfall Volym VOLM §6.1.3 | §6.1.3 | Container 5 m3 |  | st/dygn |  |  |  |  |  |  | 
;M3|CONTAINER|VERKSAMHET;3;;;M3;CONTAINER;;VERKSAMHET;RULE:Taxepunkter:366;Container 8 m3 Verksamhetsavfall Volym VOLM §6.1.3 | §6.1.3 | Container 8 m3 |  | st/dygn |  |  |  |  |  |  | 
VSUFRI;M3|FRITIDSHUS;2;;;M3;;;FRITIDSHUS;RULE:Taxa_från_edp:322;Vatten och spillvatten utan mätning fritidshus Okänd UPFÖ VSUFRI | Vatten och spillvatten utan mätning fritidshus | UPFÖ | Rörlig avgift uppskattad förbrukning per m³ | 
VUFRI;M3|FRITIDSHUS;2;;;M3;;;FRITIDSHUS;RULE:Taxa_från_edp:332;Vatten utan mätare fritidshus Okänd UPFÖ VUFRI | Vatten utan mätare fritidshus | UPFÖ | Rörlig avgift, uppsk. förbrukning per m³ | 
;M3|VERKSAMHET;2;;;M3;;;VERKSAMHET;RULE:Taxepunkter:179;Mellan 3 m3 och 6 m3 Flerbostad/verksamhet Volym VOLM §3.1 | §3.1 | Mellan 3 m3 och 6 m3 |  | kr/tömning |  |  |  |  |  |  | 
;M3|VERKSAMHET;2;;;M3;;;VERKSAMHET;RULE:Taxepunkter:180;Mellan 6 m3 och 9 m3 Flerbostad/verksamhet Volym VOLM §3.1 | §3.1 | Mellan 6 m3 och 9 m3 |  | kr/tömning |  |  |  |  |  |  | 
;M3|VERKSAMHET;2;;;M3;;;VERKSAMHET;RULE:Taxepunkter:181;Tillägg per m3 över 9 m3 Flerbostad/verksamhet Volym VOLM §3.1 | §3.1 | Tillägg per m3 över 9 m3 |  | kr/m3 |  |  |  |  |  |  | 
;M3|VERKSAMHET;2;;;M3;;;VERKSAMHET;RULE:Taxepunkter:182;Bad-, disk- och tvättbrunn upp till 3 m3 Flerbostad/verksamhet Volym VOLM §3.1 | §3.1 | Bad-, disk- och tvättbrunn upp till 3 m3 |  | kr/tömning |  |  |  |  |  |  | 
;M3|VERKSAMHET;2;;;M3;;;VERKSAMHET;RULE:Taxepunkter:280;Blandat avfall för sortering på ramp (max 2 m3) ÅVC/verksamhetsavfall Volym VOLM §6.1.2 | §6.1.2 | Blandat avfall för sortering på ramp (max 2 m3) |  | kr/fordon |  |  |  |  |  |  | 
;M3|VERKSAMHET;2;;;M3;;;VERKSAMHET;RULE:Taxepunkter:361;Blandat avfall för sortering på ramp (max 2 m3) ÅVC/verksamhetsavfall Volym VOLM §6.1.2 | §6.1.2 | Blandat avfall för sortering på ramp (max 2 m3) |  | kr |  |  |  |  |  |  | 
MAT;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:265;Viktavgift matavfall Okänd Matavfall KVAN MAT | Viktavgift matavfall | KVAN | Viktavgift matavfall | VIKG
MB1600MA26;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:266;Tjänsttaxa markbehållare för matavfall Okänd Matavfall ÅRKV MB1600MA26 | Tjänsttaxa markbehållare för matavfall | ÅRKV | Tjänsttaxa markbehållare för matavfall | 0
MB1600MA26;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:267;Tjänsttaxa markbehållare för matavfall Okänd Matavfall KVAN MB1600MA26 | Tjänsttaxa markbehållare för matavfall | KVAN | Viktavgift matavfall | VIKG
MB1600MABUD;MAT;1;;MAT;;;;;STANDARD:Standard Avfall:251;Markbehållare 1,6m³, matavfall. Budning KVAN ANTL
NYMAT;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:37;Tjänsttaxa för ny tjänst matavfall Okänd Matavfall ÅRKV NYMAT | Tjänsttaxa för ny tjänst matavfall | ÅRKV | Tjänsttaxa för ny tjänst matavfall | 0
NYMAT;MAT;1;;MAT;;;;;STANDARD:Standard Avfall:311;Dummytaxa, ny tjänst via ändringsorder Matavfall ÅRKV 0
NYMATx;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:38;Tjänsttaxa för ny tjänst matavfall Okänd Matavfall KVAN NYMATx | Tjänsttaxa för ny tjänst matavfall | KVAN | Tjänsttaxa för ny tjänst matavfall | 0
NYRFID;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:43;Mottagarantjänstför okänt RFID Okänd ÅRKV NYRFID | Mottagarantjänstför okänt RFID | ÅRKV | Tjänsttaxa för ny tjänst matavfall | 0
VIKTMATMB;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:298;Markbehållare , viktavgift matavfall Okänd Matavfall KVAN VIKTMATMB | Markbehållare , viktavgift matavfall | KVAN | Viktavgift matavfall | VIKG
ÅBEHMA;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:348;ÅVS behandling matavfall Okänd Matavfall KVAN ÅBEHMA | ÅVS behandling matavfall | KVAN | ÅVS behandling matavfall | VIKG
ÅTÖMMA;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:357;ÅVS tömning matavfall Okänd Matavfall KVAN ÅTÖMMA | ÅVS tömning matavfall | KVAN | ÅVS tömning matavfall | ANTB
ÅVSMAT;MAT;1;;MAT;;;;;RULE:Taxa_från_edp:366;ÅVS matavfall. Tjänsttaxa Okänd Matavfall ÅRKV ÅVSMAT | ÅVS matavfall. Tjänsttaxa | ÅRKV | ÅVS matavfall. Tjänsttaxa | 0
CONTAINERMA;MAT|CONTAINER;2;;MAT;;CONTAINER;;;RULE:Taxa_från_edp:22;Tjänsttaxa container för matavfall Okänd Matavfall ÅRKV CONTAINERMA | Tjänsttaxa container för matavfall | ÅRKV | Tjänsttaxa container för matavfall | 0
TÖMCOMA;MAT|CONTAINER;2;;MAT;;CONTAINER;;;RULE:Taxa_från_edp:149;Tömningar container, matavfall Okänd Matavfall KVAN TÖMCOMA | Tömningar container, matavfall | KVAN | Tömningar container, matavfall | ANTL
;MAT|KG;2;;MAT;KG;;;;RULE:Taxepunkter:111;Viktavgift matavfall Hushåll Matavfall §2.3 | §2.3 | Viktavgift matavfall |  | kr/kg |  |  |  |  |  |  | 
140MAT;MAT|KG|KÄRL;3;;MAT;KG;KÄRL;;;RULE:Taxa_från_edp:3;140L kärl, viktavgift matavfall Okänd Matavfall Behållarvolym KVAN 140MAT | 140L kärl, viktavgift matavfall | KVAN | Överviktsavgift för vikt över 60 kg, matavfall | VIKG-60,MIN0
KÄ140MA26FV;MAT|KG|KÄRL;3;;MAT;KG;KÄRL;;;RULE:Taxa_från_edp:217;Kärl 140L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ140MA26FV | Kärl 140L, matavfall. Var 14:e dag. FLB/VHT | KVAN | Kärl 140L Viktavgift matavfall kr/kg | VIKG,MAX60
KÄ140MA26FV;MAT|KG|KÄRL;3;;MAT;KG;KÄRL;;;RULE:Taxa_från_edp:220;Kärl 140L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ140MA26FV | Kärl 140L, matavfall. Var 14:e dag. FLB/VHT | KVAN | Kärl 140L Överviktsavgift för vikt över 60 kg, matavfall | VIKG-60,MIN0
KÄ140MA52FV;MAT|KG|KÄRL;3;;MAT;KG;KÄRL;;;RULE:Taxa_från_edp:222;Kärl 140L, matavfall. Varje vecka. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ140MA52FV | Kärl 140L, matavfall. Varje vecka. FLB/VHT | KVAN | Kärl 140L Viktavgift matavfall kr/kg | VIKG,MAX60
KÄ140MA52FV;MAT|KG|KÄRL;3;;MAT;KG;KÄRL;;;RULE:Taxa_från_edp:225;Kärl 140L, matavfall. Varje vecka. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ140MA52FV | Kärl 140L, matavfall. Varje vecka. FLB/VHT | KVAN | Kärl 140L Överviktsavgift för vikt över 60 kg, matavfall | VIKG-60,MIN0
KÄ50HL;MAT|KG|KÄRL;3;;MAT;KG;KÄRL;;;RULE:Taxa_från_edp:253;Kärl 50L Hundlatrin Okänd Behållarvolym KVAN KÄ50HL | Kärl 50L Hundlatrin | KVAN | Viktavgift rest- matavfall kr/kg | VIKG
KÄ240RM26;MAT|KG|KÄRL,FACK;4;;MAT;KG;KÄRL,FACK;;;RULE:Taxa_från_edp:235;Tvåfackskärl 240L, rest/matavfall. Var 14:e dag Okänd Matavfall Behållarvolym KVAN KÄ240RM26 | Tvåfackskärl 240L, rest/matavfall. Var 14:e dag | KVAN | Viktavgift rest- matavfall kr/kg | VIKG
KÄ240RM26FV;MAT|KG|KÄRL,FACK;4;;MAT;KG;KÄRL,FACK;;;RULE:Taxa_från_edp:239;Tvåfackskärl 240L, rest/matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ240RM26FV | Tvåfackskärl 240L, rest/matavfall. Var 14:e dag. FLB/VHT | KVAN | Viktavgift rest- matavfall kr/kg | VIKG
KÄ240RM52FV;MAT|KG|KÄRL,FACK;4;;MAT;KG;KÄRL,FACK;;;RULE:Taxa_från_edp:32;Tvåfackskärl 240L, rest/matavfall. Varje vecka. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ240RM52FV | Tvåfackskärl 240L, rest/matavfall. Varje vecka. FLB/VHT | KVAN | Viktavgift rest- matavfall kr/kg | VIKG
VIKTMAT;MAT|KG|KÄRL,FACK;4;;MAT;KG;KÄRL,FACK;;;RULE:Taxa_från_edp:297;240L tvåfackskärl, viktavgift matavfall Okänd Matavfall Behållarvolym KVAN VIKTMAT | 240L tvåfackskärl, viktavgift matavfall | KVAN | Överviktsavgift för vikt över 60 kg, matavfall | VIKG-60,MIN0
KÄ240RM26FRI;MAT|KG|KÄRL,FACK|FRITIDSHUS;5;;MAT;KG;KÄRL,FACK;;FRITIDSHUS;RULE:Taxa_från_edp:237;Tvåfackskärl 240L, rest/matavfall. Var 14:e dag fritidshus Okänd Matavfall Behållarvolym KVAN KÄ240RM26FRI | Tvåfackskärl 240L, rest/matavfall. Var 14:e dag fritidshus | KVAN | Viktavgift rest- matavfall kr/kg | VIKG
GEMKÄFRI;MAT|KG|KÄRL|FRITIDSHUS;4;;MAT;KG;KÄRL;;FRITIDSHUS;RULE:Taxa_från_edp:101;Gemensam uppsamlingsplats med eget kärl, fritidshus Okänd KVAN GEMKÄFRI | Gemensam uppsamlingsplats med eget kärl, fritidshus | KVAN | Viktavgift rest- matavfall kr/kg | VIKG
140MAT;MAT|KÄRL;2;;MAT;;KÄRL;;;RULE:Taxa_från_edp:2;140L kärl, viktavgift matavfall Okänd Matavfall Behållarvolym KVAN 140MAT | 140L kärl, viktavgift matavfall | KVAN | 140L kärl - viktavgift matavfall | VIKG,MAX60
KÄ140MA26FV;MAT|KÄRL;2;;MAT;;KÄRL;;;RULE:Taxa_från_edp:216;Kärl 140L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym ÅRKV KÄ140MA26FV | Kärl 140L, matavfall. Var 14:e dag. FLB/VHT | ÅRKV | Kärl 140L, matavfall. Var 14:e dag | ANTB
KÄ140MA26FV;MAT|KÄRL;2;;MAT;;KÄRL;;;RULE:Taxa_från_edp:218;Kärl 140L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym ÅRKV KÄ140MA26FV | Kärl 140L, matavfall. Var 14:e dag. FLB/VHT | ÅRKV | Dragväg 1,5-10 meter | DR10
KÄ140MA26FV;MAT|KÄRL;2;;MAT;;KÄRL;;;RULE:Taxa_från_edp:219;Kärl 140L, matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym ÅRKV KÄ140MA26FV | Kärl 140L, matavfall. Var 14:e dag. FLB/VHT | ÅRKV | Dragväg 10,1-20 meter | DR20
