PersistentTaxID;SectionBoundWordTaxID;ContentFingerprint;IdentityBasis;Occurrence;Status;Word paragraf;Word taxapunkt;Word variant;Word enhet;Kommentar
PTX-397E133F8617-01;WTX-2-1-D08AE815-01;397E133F8617EC48E0D392CAE97B5FB76B3D4F33;|en-och tvåbostadshus||;1;ACTIVE;2.1;En- och tvåbostadshus;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-EFACF02248B8-01;WTX-2-1-AE5AEE6F-01;EFACF02248B84630F6778317A494B7E0F8462AEE;|fritidshus||;1;ACTIVE;2.1;Fritidshus;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-F20B0C2A349B-01;WTX-2-1-408C833E-01;F20B0C2A349B6CD7659EDB43E393A204FB0D24F4;|verksamhet||;1;ACTIVE;2.1;Verksamhet;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-52B055565672-01;WTX-2-1-E33BB1DF-01;52B055565672D305387FE267F920B5E03C55C32C;|lägenhet i flerbostadshus||lägenhet;1;ACTIVE;2.1;Lägenhet i flerbostadshus;;lägenhet;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-BEC99F3A3291-01;WTX-2-1-763CC347-01;BEC99F3A3291C2BB52C975AC1D088E7625D7DFB1;|lägenhet för specialändamål||lägenhet;1;ACTIVE;2.1;Lägenhet för specialändamål;;lägenhet;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-5FCDF6DCA60D-01;WTX-2-1-FC801460-01;5FCDF6DCA60D157579A18100FD30543444035B39;|anläggning||;1;ACTIVE;2.1;Anläggning;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-16CBA55DFFE9-01;WTX-2-1-FA7082CF-01;16CBA55DFFE9152D07AC0E48A549CADEA6B2CEA2;|säsongsbaserad uppställningsplats||;1;ACTIVE;2.1;Säsongsbaserad uppställningsplats;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-F5D1A9FC06D4-01;WTX-2-1-45915241-01;F5D1A9FC06D44F0209E8BD4D00F9FD4DED8C9688;|campingstuga/-lägenhet||lägenhet;1;ACTIVE;2.1;Campingstuga/-lägenhet;;lägenhet;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-B33A92C2C371-01;WTX-2-2-1-D47E8BB2-01;B33A92C2C371E00C00C629EB7E8BB4150B0757C1;|kärl 240 l (mat-/restavfall)||kärl;1;ACTIVE;2.2.1;Kärl 240 l (mat-/restavfall);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Innehållsfingerprint B33A92C2C371 förekommer 5 gånger i paragraf(er): 2.2.1, 2.2.2, 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel.
PTX-50FBA3330049-01;WTX-2-2-1-066AEA92-01;50FBA333004986546C0EF10E9D5010C097D73E6A;|extrakärl 190 l (restavfall)||;1;ACTIVE;2.2.1;Extrakärl 190 l (restavfall);;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Innehållsfingerprint 50FBA3330049 förekommer 2 gånger i paragraf(er): 2.2.1, 2.2.2. Detta är inte automatiskt fel.
PTX-B33A92C2C371-02;WTX-2-2-2-0528DA6D-01;B33A92C2C371E00C00C629EB7E8BB4150B0757C1;|kärl 240 l (mat-/restavfall)||kärl;2;ACTIVE;2.2.2;Kärl 240 l (mat-/restavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint B33A92C2C371 förekommer 5 gånger i paragraf(er): 2.2.1, 2.2.2, 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-50FBA3330049-02;WTX-2-2-2-DEA048E3-01;50FBA333004986546C0EF10E9D5010C097D73E6A;|extrakärl 190 l (restavfall)||;2;ACTIVE;2.2.2;Extrakärl 190 l (restavfall);;;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint 50FBA3330049 förekommer 2 gånger i paragraf(er): 2.2.1, 2.2.2. Detta är inte automatiskt fel."
PTX-EB7473EB9ED4-01;WTX-2-2-3-A4B1685B-01;EB7473EB9ED44ADF911C21A5E9D1BF755D07E8A4;|gemensam uppsamlingsplats för mat-/restavfall||;1;ACTIVE;2.2.3;Gemensam uppsamlingsplats för mat-/restavfall;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-49EDD8DF282C-01;WTX-2-2-3-133CE5FF-01;49EDD8DF282CAA441C627249BF885F31EFA97416;|extra digital licens (årskostnad)||;1;ACTIVE;2.2.3;Extra digital licens (årskostnad);;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-78710E13FB35-01;WTX-2-2-3-2F957FED-01;78710E13FB35084FBADAE84D4D0C5A9CAED62E92;|fysisk nyckel, kallad fob (engångskostnad)||;1;ACTIVE;2.2.3;Fysisk nyckel, kallad fob (engångskostnad);;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-E40C442D76D5-01;WTX-2-2-3-0CAC0724-01;E40C442D76D57DED111F7209B669C17AC4BBB5FF;|byte av telefonnummer kopplat till licens||;1;ACTIVE;2.2.3;Byte av telefonnummer kopplat till licens;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-07F5750E0B09-01;WTX-2-2-3-5642B3A0-01;07F5750E0B0935BA03A47712170C1341D263C238;|kostnad för öppning av behållare||;1;ACTIVE;2.2.3;Kostnad för öppning av behållare;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-B33A92C2C371-03;WTX-2-2-4-2B6B410E-01;B33A92C2C371E00C00C629EB7E8BB4150B0757C1;|kärl 240 l (mat-/restavfall)||kärl;3;ACTIVE;2.2.4;Kärl 240 l (mat-/restavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint B33A92C2C371 förekommer 5 gånger i paragraf(er): 2.2.1, 2.2.2, 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-88864524DF36-01;WTX-2-2-4-71F300C8-01;88864524DF36697F7851A91619558B1478294A6D;|kärl 370 l (restavfall)||kärl;1;ACTIVE;2.2.4;Kärl 370 l (restavfall);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Innehållsfingerprint 88864524DF36 förekommer 3 gånger i paragraf(er): 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel.
PTX-6EE40AD1D2A8-01;WTX-2-2-4-38F8A36C-01;6EE40AD1D2A846E653C355158AC15D41AD73333B;|kärl 660 l (restavfall)||kärl;1;ACTIVE;2.2.4;Kärl 660 l (restavfall);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Innehållsfingerprint 6EE40AD1D2A8 förekommer 3 gånger i paragraf(er): 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel.
PTX-F8A66F62BDC9-01;WTX-2-2-4-FD7C9838-01;F8A66F62BDC9F8937CD77B45A9488AEB964988D6;|kärl 140 l (matavfall)||kärl;1;ACTIVE;2.2.4;Kärl 140 l (matavfall);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Innehållsfingerprint F8A66F62BDC9 förekommer 3 gånger i paragraf(er): 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel.
PTX-3B27E4E1EED9-01;WTX-2-2-4-BF565DA9-01;3B27E4E1EED9F41C2A78190752B1C15960AFDCB3;|kärl 190 l (förpackningar)||kärl;1;ACTIVE;2.2.4;Kärl 190 l (förpackningar);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-3D7A8F526441-01;WTX-2-2-4-F39951BB-01;3D7A8F5264413A44D652AAC53AD478EDBDAC064D;|kärl 370 l (förpackningar)||kärl;1;ACTIVE;2.2.4;Kärl 370 l (förpackningar);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-86ADB6A95E84-01;WTX-2-2-4-E7A02E31-01;86ADB6A95E8442E2B99874106C35BF3B4C1C60AF;|kärl 660 l (förpackningar)||kärl;1;ACTIVE;2.2.4;Kärl 660 l (förpackningar);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-641342D3A0C8-01;WTX-2-2-4-38CD02E0-01;641342D3A0C892213F4B23C04DC0AC5951AEFAD4;|kärl 190 l (tidningar och returpapper)||kärl;1;ACTIVE;2.2.4;Kärl 190 l (tidningar och returpapper);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-3A5AA27AEF57-01;WTX-2-2-4-4C9C4037-01;3A5AA27AEF57FF56FCACF05C590870727177F48E;|kärl 370 l (tidningar och returpapper)||kärl;1;ACTIVE;2.2.4;Kärl 370 l (tidningar och returpapper);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-11F9AF878DD0-01;WTX-2-2-4-F2A2FB32-01;11F9AF878DD076FB861D870B6EF47FA9C7B937C8;|(mat-/restavfall, förpackningar)||;1;ACTIVE;2.2.4;(mat-/restavfall, förpackningar);;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-B33A92C2C371-04;WTX-2-2-5-E398D97C-01;B33A92C2C371E00C00C629EB7E8BB4150B0757C1;|kärl 240 l (mat-/restavfall)||kärl;4;ACTIVE;2.2.5;Kärl 240 l (mat-/restavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint B33A92C2C371 förekommer 5 gånger i paragraf(er): 2.2.1, 2.2.2, 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-88864524DF36-02;WTX-2-2-5-1AAB3A77-01;88864524DF36697F7851A91619558B1478294A6D;|kärl 370 l (restavfall)||kärl;2;ACTIVE;2.2.5;Kärl 370 l (restavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint 88864524DF36 förekommer 3 gånger i paragraf(er): 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-6EE40AD1D2A8-02;WTX-2-2-5-CDBF33D9-01;6EE40AD1D2A846E653C355158AC15D41AD73333B;|kärl 660 l (restavfall)||kärl;2;ACTIVE;2.2.5;Kärl 660 l (restavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint 6EE40AD1D2A8 förekommer 3 gånger i paragraf(er): 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-F8A66F62BDC9-02;WTX-2-2-5-B5B9E38F-01;F8A66F62BDC9F8937CD77B45A9488AEB964988D6;|kärl 140 l (matavfall)||kärl;2;ACTIVE;2.2.5;Kärl 140 l (matavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint F8A66F62BDC9 förekommer 3 gånger i paragraf(er): 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-CDCC7E1A2332-01;WTX-2-2-5-AC281C97-01;CDCC7E1A23323B1D0C64E6F5C6182B002C1C6636;|bottentömmande behållare (mat-/restavfall)||;1;ACTIVE;2.2.5;Bottentömmande behållare (mat-/restavfall);;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Innehållsfingerprint CDCC7E1A2332 förekommer 2 gånger i paragraf(er): 2.2.5, 2.2.6. Detta är inte automatiskt fel.
PTX-8A6E913D1F08-01;WTX-2-2-5-4ACBB82B-01;8A6E913D1F08D0C7979FD089DA075A9E9A391827;|lastväxlarflak (restavfall)||;1;ACTIVE;2.2.5;Lastväxlarflak (restavfall);;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Innehållsfingerprint 8A6E913D1F08 förekommer 2 gånger i paragraf(er): 2.2.5, 2.2.6. Detta är inte automatiskt fel.
PTX-B33A92C2C371-05;WTX-2-2-6-9AF81766-01;B33A92C2C371E00C00C629EB7E8BB4150B0757C1;|kärl 240 l (mat-/restavfall)||kärl;5;ACTIVE;2.2.6;Kärl 240 l (mat-/restavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint B33A92C2C371 förekommer 5 gånger i paragraf(er): 2.2.1, 2.2.2, 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-88864524DF36-03;WTX-2-2-6-D052DD7D-01;88864524DF36697F7851A91619558B1478294A6D;|kärl 370 l (restavfall)||kärl;3;ACTIVE;2.2.6;Kärl 370 l (restavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint 88864524DF36 förekommer 3 gånger i paragraf(er): 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-6EE40AD1D2A8-03;WTX-2-2-6-8C0AE588-01;6EE40AD1D2A846E653C355158AC15D41AD73333B;|kärl 660 l (restavfall)||kärl;3;ACTIVE;2.2.6;Kärl 660 l (restavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint 6EE40AD1D2A8 förekommer 3 gånger i paragraf(er): 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-F8A66F62BDC9-03;WTX-2-2-6-E44FB8CA-01;F8A66F62BDC9F8937CD77B45A9488AEB964988D6;|kärl 140 l (matavfall)||kärl;3;ACTIVE;2.2.6;Kärl 140 l (matavfall);;kärl;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint F8A66F62BDC9 förekommer 3 gånger i paragraf(er): 2.2.4, 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-CDCC7E1A2332-02;WTX-2-2-6-1788419C-01;CDCC7E1A23323B1D0C64E6F5C6182B002C1C6636;|bottentömmande behållare (mat-/restavfall)||;2;ACTIVE;2.2.6;Bottentömmande behållare (mat-/restavfall);;;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint CDCC7E1A2332 förekommer 2 gånger i paragraf(er): 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-8A6E913D1F08-02;WTX-2-2-6-C0D4D636-01;8A6E913D1F08D0C7979FD089DA075A9E9A391827;|lastväxlarflak (restavfall)||;2;ACTIVE;2.2.6;Lastväxlarflak (restavfall);;;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint 8A6E913D1F08 förekommer 2 gånger i paragraf(er): 2.2.5, 2.2.6. Detta är inte automatiskt fel."
PTX-1EF6AACE0501-01;WTX-2-2-7-BF19BE2F-01;1EF6AACE0501E281D7DBA4325EA90D6E2BA8AB2A;|kärl 140 l (kontors-/returpapper)||kärl;1;ACTIVE;2.2.7;Kärl 140 l (kontors-/returpapper);;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-04D896BAC819-01;WTX-2-2-7-79371B7C-01;04D896BAC81967CE31F873856ACC74B9E5F16227;|egen överlämning av förbrukat kontors-/returpapper enligt anvisning||;1;ACTIVE;2.2.7;Egen överlämning av förbrukat kontors-/returpapper enligt anvisning;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-36142B6B4550-01;WTX-2-2-7-3F249CEB-01;36142B6B455078AE63A9A006BFA7F7ABB67C27D2;|egen överlämning av förbrukat matfett enligt anvisning||;1;ACTIVE;2.2.7;Egen överlämning av förbrukat matfett enligt anvisning;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-7604EA3E4145-01;WTX-2-3-343D9E29-01;7604EA3E414579B965C14CB89616C3164372D075;|viktavgift matavfall||;1;ACTIVE;2.3;Viktavgift matavfall;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-5D51DFCA4695-01;WTX-2-3-CECA891D-01;5D51DFCA46954BFF77727C7D1F69501DA141DE9F;|viktavgift restavfall||;1;ACTIVE;2.3;Viktavgift restavfall;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-0D96EC5B3712-01;WTX-2-3-93C9CDD7-01;0D96EC5B3712C4BCF426B2FBA46A2A69D0324692;|lyftavgift kärl||kärl;1;ACTIVE;2.3;Lyftavgift kärl;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-AB55401ACC21-01;WTX-2-4-1-92BAD48F-01;AB55401ACC21979D1F2B56384D04107230DC25A7;|fakturavgift||;1;ACTIVE;2.4.1;Fakturavgift;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-958BE02D632E-01;WTX-2-4-2-2A8101C0-01;958BE02D632EDBE54A2DD4C2BAD10960EB8D16CC;|delat kärl 240 l matavfall 40 kg||kilogram;1;ACTIVE;2.4.2;Delat kärl 240 l matavfall 40 kg;;kilogram;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-41DAB1BD2484-01;WTX-2-4-2-A730ADB4-01;41DAB1BD24846A464E4361292406630795A52D6A;|delat kärl 240 l restavfall 40 kg||kilogram;1;ACTIVE;2.4.2;Delat kärl 240 l restavfall 40 kg;;kilogram;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-7F6C58E79C6E-01;WTX-2-4-2-A9E4BA7D-01;7F6C58E79C6E98DA1EAEFC816D3527AC4A38071E;|extra kärl 140 l matavfall 60 kg||kilogram;1;ACTIVE;2.4.2;Extra kärl 140 l matavfall 60 kg;;kilogram;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-4E6D8FAD24BE-01;WTX-2-4-2-127061D6-01;4E6D8FAD24BE03A9C4EE896BB58A1EAD78DE74AB;|extra kärl 140-190 l restavfall 60 kg||kilogram;1;ACTIVE;2.4.2;Extra kärl 140-190 l restavfall 60 kg;;kilogram;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-B769CFE7267D-01;WTX-2-4-2-AD1972C3-01;B769CFE7267D1715DC6E630F955E93D55B461F7D;|kärl 370 l restavfall 60 kg||kilogram;1;ACTIVE;2.4.2;Kärl 370 l restavfall 60 kg;;kilogram;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-8B2667C555DA-01;WTX-2-4-2-3BD4C9EB-01;8B2667C555DA8E5B1FFD15D6897324E0064BB57F;|kärl 660 l restavfall 100 kg||kilogram;1;ACTIVE;2.4.2;Kärl 660 l restavfall 100 kg;;kilogram;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-804DDF05B8AB-01;WTX-2-4-3-C7C1DFF0-01;804DDF05B8AB6F74B6CA6BBF4FF487364BC6DBD6;|överfullt kärl||kärl;1;ACTIVE;2.4.3;Överfullt kärl;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-6B63D5EED451-01;WTX-2-4-3-745BF89A-01;6B63D5EED451DB3C3AC861400940FA600771D731;|överfull bottentömmande behållare||;1;ACTIVE;2.4.3;Överfull bottentömmande behållare;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-A791A42B333C-01;WTX-2-4-4-794EA8A9-01;A791A42B333C168FA6E01BDC83F80490E69CA980;|byte av trasigt kärl vid oaktsamhet||kärl;1;ACTIVE;2.4.4;Byte av trasigt kärl vid oaktsamhet;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-C9E817C26702-01;WTX-2-4-5-68C2B119-01;C9E817C2670284E5E0D47B7965CCA0773B739011;|byte/återtag av kärl en (1) ggr/år 140-240 liter||liter;1;ACTIVE;2.4.5;Byte/återtag av kärl en (1) ggr/år 140–240 liter;;liter;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-65F272CDF9CB-01;WTX-2-4-5-94A2117F-01;65F272CDF9CBE64A37C4130EA5557EF0109B892E;|byte/återtag av kärl en (1) ggr/år 370-660 liter||liter;1;ACTIVE;2.4.5;Byte/återtag av kärl en (1) ggr/år 370–660 liter;;liter;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-05619E499453-01;WTX-2-4-5-D0486EB9-01;05619E4994536EDF3E9CC1B9DBDEDE1897F49958;|ytterligare byte av kärl under kalenderåret||kärl;1;ACTIVE;2.4.5;Ytterligare byte av kärl under kalenderåret;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-4558A6004AEF-01;WTX-2-4-6-A0F5ED69-01;4558A6004AEF9B98326CEA4576EC5F6F2FE6AB34;|kärl||kärl;1;ACTIVE;2.4.6;Kärl;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-6210BAD518FF-01;WTX-2-4-6-0953E5AA-01;6210BAD518FFA83DEF98EBDFAF5727710519730C;|bottentömmande behållare||;1;ACTIVE;2.4.6;Bottentömmande behållare;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Innehållsfingerprint 6210BAD518FF förekommer 2 gånger i paragraf(er): 2.4.6, 2.4.8. Detta är inte automatiskt fel.
PTX-7C22999494C2-01;WTX-2-4-7-06407089-01;7C22999494C2F08517B8CB343F29C5FACD9D0558;|kärl 140-660 l 1, 5-10||kärl;1;ACTIVE;2.4.7;Kärl 140-660 L 1,5-10;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-4078B50D1031-01;WTX-2-4-7-59038493-01;4078B50D10315096DA0DFA0BE8EA62FC8D925628;|kärl 140-660 l 10-20||kärl;1;ACTIVE;2.4.7;Kärl 140-660 L 10-20;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-FB52C8060AFA-01;WTX-2-4-7-D6ABE4E3-01;FB52C8060AFADA0179E94D5BDAC1EC55B91CCEFB;|kärl 140-660 l 20-30||kärl;1;ACTIVE;2.4.7;Kärl 140-660 L 20-30;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-176906B34F7A-01;WTX-2-4-7-E5134E4D-01;176906B34F7AAAF0C715ECCBC9666060B14E6BE2;|avfallsport/dörr||;1;ACTIVE;2.4.7;Avfallsport/dörr;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-38DCB37C2FFD-01;WTX-2-4-7-3CEBA666-01;38DCB37C2FFD8CECD7FA2143089DF093E7CFF795;|låst dörr, med kod||;1;ACTIVE;2.4.7;Låst dörr, med kod;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-525DBBDFF907-01;WTX-2-4-8-6FBCCB03-01;525DBBDFF9078558C69CACA99074FA728A36639B;|kärl 140 l matavfall||kärl;1;ACTIVE;2.4.8;Kärl 140 l matavfall;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-F4431FDB528D-01;WTX-2-4-8-664D4415-01;F4431FDB528D086AFD0F6A2252B1A5B741F29B94;|kärl 190 l restavfall||kärl;1;ACTIVE;2.4.8;Kärl 190 l restavfall;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-33FB12BEB693-01;WTX-2-4-8-4C22CD06-01;33FB12BEB6939A2827EEB1E649D7104A0C0EC7ED;|kärl 370 l restavfall||kärl;1;ACTIVE;2.4.8;Kärl 370 l restavfall;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-B9CF34FB6691-01;WTX-2-4-8-F113AC8A-01;B9CF34FB6691833BE083CC495677E0869EA0A7CC;|kärl 660 l restavfall||kärl;1;ACTIVE;2.4.8;Kärl 660 l restavfall;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-6210BAD518FF-02;WTX-2-4-8-42495401-01;6210BAD518FFA83DEF98EBDFAF5727710519730C;|bottentömmande behållare||;2;ACTIVE;2.4.8;Bottentömmande behållare;;;"Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf. Samma innehåll förekommer flera gånger; det är granskningsinformation, inte automatiskt fel. Innehållsfingerprint 6210BAD518FF förekommer 2 gånger i paragraf(er): 2.4.6, 2.4.8. Detta är inte automatiskt fel."
PTX-D2A92E071BEF-01;WTX-2-4-9-86FFD428-01;D2A92E071BEFDFBCE134871AE865DF71301BD9D1;|sidlastande fordon||;1;ACTIVE;2.4.9;Sidlastande fordon;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-D3C42F1E68F8-01;WTX-2-4-9-EB0BC2EB-01;D3C42F1E68F8F2A4A38E4AC5B96497FB4994EFBB;|bottentömmande fordon||;1;ACTIVE;2.4.9;Bottentömmande fordon;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-9F3F988F28BE-01;WTX-2-4-9-99A523EC-01;9F3F988F28BEB797E567140543C9C171086CEE54;|tömningsavgift per behållare||;1;ACTIVE;2.4.9;Tömningsavgift per behållare;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-2111F6217536-01;WTX-2-4-10-16DFA20E-01;2111F6217536BD76289C5F6BB116ABFAA5C28C47;|betalsäck||;1;ACTIVE;2.4.10;Betalsäck;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-76BB9B6F4984-01;WTX-2-4-10-0A4854E9-01;76BB9B6F4984B7BDF589B8B3757A26FFC560FB40;|akutsäck||;1;ACTIVE;2.4.10;Akutsäck;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-7B9E0F85AF89-01;WTX-2-4-11-D77A166B-01;7B9E0F85AF89BB7C0F3E898789F3352136FBDEFF;|matavfallspåsar 9 l||;1;ACTIVE;2.4.11;Matavfallspåsar 9 L;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-0585B78FE765-01;WTX-2-4-11-9BA90DB2-01;0585B78FE76562DF0D0564608FEE80F279229BA9;|matavfallspåsar 22 l||;1;ACTIVE;2.4.11;Matavfallspåsar 22 L;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-8620BBEE68EC-01;WTX-2-4-11-BEA61EA5-01;8620BBEE68ECA561251214D99E838E0C5E955E82;|gravitationslås till kärl||kärl;1;ACTIVE;2.4.11;Gravitationslås till kärl;;kärl;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-6F80BDAF21EB-01;WTX-2-4-11-BB8AD23F-01;6F80BDAF21EB5D68321A15AFE0F9D060354C2D00;|extra nyckel till gravitationslås||;1;ACTIVE;2.4.11;Extra nyckel till gravitationslås;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
PTX-F6DFCC9860A5-01;WTX-2-5-1-A06FB33E-01;F6DFCC9860A5AF55880D1A6CD6E0C89A3878D1CB;|kommunalt avfall||;1;ACTIVE;2.5.1;Kommunalt avfall;;;Persistent ID baseras på taxepunkt, variant och enhet, inte paragraf.
